payment_year,diagnosis_code,cms_hcc_v24,cms_hcc_v24_flag
2019,A0103,115,Yes
2019,A0104,39,Yes
2019,A0105,39,Yes
2019,A021,2,Yes
2019,A0222,115,Yes
2019,A0223,39,Yes
2019,A0224,39,Yes
2019,A065,115,Yes
2019,A072,6,Yes
2019,A202,115,Yes
2019,A207,2,Yes
2019,A212,115,Yes
2019,A221,115,Yes
2019,A227,2,Yes
2019,A267,2,Yes
2019,A310,6,Yes
2019,A312,6,Yes
2019,A327,2,Yes
2019,A3681,85,Yes
2019,A3684,,No
2019,A391,23,Yes
2019,A392,2,Yes
2019,A393,2,Yes
2019,A394,2,Yes
2019,A3983,39,Yes
2019,A3984,39,Yes
2019,A400,2,Yes
2019,A401,2,Yes
2019,A403,2,Yes
2019,A408,2,Yes
2019,A409,2,Yes
2019,A4101,2,Yes
2019,A4102,2,Yes
2019,A411,2,Yes
2019,A412,2,Yes
2019,A413,2,Yes
2019,A414,2,Yes
2019,A4150,2,Yes
2019,A4151,2,Yes
2019,A4152,2,Yes
2019,A4153,2,Yes
2019,A4159,2,Yes
2019,A4181,2,Yes
2019,A4189,2,Yes
2019,A419,2,Yes
2019,A420,115,Yes
2019,A427,2,Yes
2019,A430,115,Yes
2019,A480,106,Yes
2019,A481,114,Yes
2019,A483,2,Yes
2019,A5055,39,Yes
2019,A5204,,No
2019,A5440,39,Yes
2019,A5441,39,Yes
2019,A5442,39,Yes
2019,A5443,39,Yes
2019,A5449,39,Yes
2019,A5484,115,Yes
2019,A5485,33,Yes
2019,A5486,2,Yes
2019,A666,39,Yes
2019,A6923,39,Yes
2019,A8100,,No
2019,A8101,,No
2019,A8109,,No
2019,A811,,No
2019,A812,,No
2019,A8181,,No
2019,A8182,,No
2019,A8183,,No
2019,A8189,,No
2019,A819,,No
2019,A985,,No
2019,B007,2,Yes
2019,B0082,72,Yes
2019,B0112,72,Yes
2019,B0221,,No
2019,B0222,,No
2019,B0223,,No
2019,B0224,72,Yes
2019,B0229,,No
2019,B0682,39,Yes
2019,B180,29,Yes
2019,B181,29,Yes
2019,B182,29,Yes
2019,B188,29,Yes
2019,B189,29,Yes
2019,B20,1,Yes
2019,B250,6,Yes
2019,B251,6,Yes
2019,B252,6,Yes
2019,B258,6,Yes
2019,B259,6,Yes
2019,B2685,39,Yes
2019,B3324,85,Yes
2019,B371,6,Yes
2019,B377,2,Yes
2019,B377,6,Yes
2019,B3781,6,Yes
2019,B380,115,Yes
2019,B381,115,Yes
2019,B382,115,Yes
2019,B390,115,Yes
2019,B391,115,Yes
2019,B392,115,Yes
2019,B400,115,Yes
2019,B401,115,Yes
2019,B402,115,Yes
2019,B410,115,Yes
2019,B4282,39,Yes
2019,B440,6,Yes
2019,B441,6,Yes
2019,B442,6,Yes
2019,B447,6,Yes
2019,B4481,112,Yes
2019,B4489,6,Yes
2019,B449,6,Yes
2019,B450,6,Yes
2019,B451,6,Yes
2019,B452,6,Yes
2019,B453,6,Yes
2019,B457,6,Yes
2019,B458,6,Yes
2019,B459,6,Yes
2019,B460,6,Yes
2019,B461,6,Yes
2019,B462,6,Yes
2019,B463,6,Yes
2019,B464,6,Yes
2019,B465,6,Yes
2019,B468,6,Yes
2019,B469,6,Yes
2019,B484,6,Yes
2019,B488,6,Yes
2019,B520,,No
2019,B582,6,Yes
2019,B583,6,Yes
2019,B59,6,Yes
2019,B664,115,Yes
2019,B671,115,Yes
2019,B9735,1,Yes
2019,C01,11,Yes
2019,C020,11,Yes
2019,C021,11,Yes
2019,C022,11,Yes
2019,C023,11,Yes
2019,C024,11,Yes
2019,C028,11,Yes
2019,C029,11,Yes
2019,C030,11,Yes
2019,C031,11,Yes
2019,C039,11,Yes
2019,C040,11,Yes
2019,C041,11,Yes
2019,C048,11,Yes
2019,C049,11,Yes
2019,C050,11,Yes
2019,C051,11,Yes
2019,C052,11,Yes
2019,C058,11,Yes
2019,C059,11,Yes
2019,C060,11,Yes
2019,C061,11,Yes
2019,C062,11,Yes
2019,C0680,11,Yes
2019,C0689,11,Yes
2019,C069,11,Yes
2019,C07,11,Yes
2019,C080,11,Yes
2019,C081,11,Yes
2019,C089,11,Yes
2019,C090,11,Yes
2019,C091,11,Yes
2019,C098,11,Yes
2019,C099,11,Yes
2019,C100,11,Yes
2019,C101,11,Yes
2019,C102,11,Yes
2019,C103,11,Yes
2019,C104,11,Yes
2019,C108,11,Yes
2019,C109,11,Yes
2019,C110,11,Yes
2019,C111,11,Yes
2019,C112,11,Yes
2019,C113,11,Yes
2019,C118,11,Yes
2019,C119,11,Yes
2019,C12,11,Yes
2019,C130,11,Yes
2019,C131,11,Yes
2019,C132,11,Yes
2019,C138,11,Yes
2019,C139,11,Yes
2019,C140,11,Yes
2019,C142,11,Yes
2019,C148,11,Yes
2019,C153,9,Yes
2019,C154,9,Yes
2019,C155,9,Yes
2019,C158,9,Yes
2019,C159,9,Yes
2019,C160,9,Yes
2019,C161,9,Yes
2019,C162,9,Yes
2019,C163,9,Yes
2019,C164,9,Yes
2019,C165,9,Yes
2019,C166,9,Yes
2019,C168,9,Yes
2019,C169,9,Yes
2019,C170,9,Yes
2019,C171,9,Yes
2019,C172,9,Yes
2019,C173,9,Yes
2019,C178,9,Yes
2019,C179,9,Yes
2019,C180,11,Yes
2019,C181,11,Yes
2019,C182,11,Yes
2019,C183,11,Yes
2019,C184,11,Yes
2019,C185,11,Yes
2019,C186,11,Yes
2019,C187,11,Yes
2019,C188,11,Yes
2019,C189,11,Yes
2019,C19,11,Yes
2019,C20,11,Yes
2019,C210,11,Yes
2019,C211,11,Yes
2019,C212,11,Yes
2019,C218,11,Yes
2019,C220,9,Yes
2019,C221,9,Yes
2019,C222,9,Yes
2019,C223,9,Yes
2019,C224,9,Yes
2019,C227,9,Yes
2019,C228,9,Yes
2019,C229,9,Yes
2019,C23,9,Yes
2019,C240,9,Yes
2019,C241,9,Yes
2019,C248,9,Yes
2019,C249,9,Yes
2019,C250,9,Yes
2019,C251,9,Yes
2019,C252,9,Yes
2019,C253,9,Yes
2019,C254,9,Yes
2019,C257,9,Yes
2019,C258,9,Yes
2019,C259,9,Yes
2019,C260,11,Yes
2019,C261,11,Yes
2019,C269,11,Yes
2019,C300,11,Yes
2019,C301,11,Yes
2019,C310,11,Yes
2019,C311,11,Yes
2019,C312,11,Yes
2019,C313,11,Yes
2019,C318,11,Yes
2019,C319,11,Yes
2019,C320,11,Yes
2019,C321,11,Yes
2019,C322,11,Yes
2019,C323,11,Yes
2019,C328,11,Yes
2019,C329,11,Yes
2019,C33,9,Yes
2019,C3400,9,Yes
2019,C3401,9,Yes
2019,C3402,9,Yes
2019,C3410,9,Yes
2019,C3411,9,Yes
2019,C3412,9,Yes
2019,C342,9,Yes
2019,C3430,9,Yes
2019,C3431,9,Yes
2019,C3432,9,Yes
2019,C3480,9,Yes
2019,C3481,9,Yes
2019,C3482,9,Yes
2019,C3490,9,Yes
2019,C3491,9,Yes
2019,C3492,9,Yes
2019,C37,11,Yes
2019,C380,11,Yes
2019,C381,11,Yes
2019,C382,11,Yes
2019,C383,11,Yes
2019,C384,9,Yes
2019,C388,11,Yes
2019,C390,11,Yes
2019,C399,11,Yes
2019,C4000,10,Yes
2019,C4001,10,Yes
2019,C4002,10,Yes
2019,C4010,10,Yes
2019,C4011,10,Yes
2019,C4012,10,Yes
2019,C4020,10,Yes
2019,C4021,10,Yes
2019,C4022,10,Yes
2019,C4030,10,Yes
2019,C4031,10,Yes
2019,C4032,10,Yes
2019,C4080,10,Yes
2019,C4081,10,Yes
2019,C4082,10,Yes
2019,C4090,10,Yes
2019,C4091,10,Yes
2019,C4092,10,Yes
2019,C410,10,Yes
2019,C411,10,Yes
2019,C412,10,Yes
2019,C413,10,Yes
2019,C414,10,Yes
2019,C419,10,Yes
2019,C430,12,Yes
2019,C4310,12,Yes
2019,C4311,12,Yes
2019,C43111,12,Yes
2019,C43112,12,Yes
2019,C4312,12,Yes
2019,C43121,12,Yes
2019,C43122,12,Yes
2019,C4320,12,Yes
2019,C4321,12,Yes
2019,C4322,12,Yes
2019,C4330,12,Yes
2019,C4331,12,Yes
2019,C4339,12,Yes
2019,C434,12,Yes
2019,C4351,12,Yes
2019,C4352,12,Yes
2019,C4359,12,Yes
2019,C4360,12,Yes
2019,C4361,12,Yes
2019,C4362,12,Yes
2019,C4370,12,Yes
2019,C4371,12,Yes
2019,C4372,12,Yes
2019,C438,12,Yes
2019,C439,12,Yes
2019,C450,9,Yes
2019,C451,9,Yes
2019,C452,9,Yes
2019,C457,9,Yes
2019,C459,9,Yes
2019,C460,10,Yes
2019,C461,10,Yes
2019,C462,10,Yes
2019,C463,10,Yes
2019,C464,10,Yes
2019,C4650,10,Yes
2019,C4651,10,Yes
2019,C4652,10,Yes
2019,C467,10,Yes
2019,C469,10,Yes
2019,C470,10,Yes
2019,C4710,10,Yes
2019,C4711,10,Yes
2019,C4712,10,Yes
2019,C4720,10,Yes
2019,C4721,10,Yes
2019,C4722,10,Yes
2019,C473,10,Yes
2019,C474,10,Yes
2019,C475,10,Yes
2019,C476,10,Yes
2019,C478,10,Yes
2019,C479,10,Yes
2019,C480,9,Yes
2019,C481,9,Yes
2019,C482,9,Yes
2019,C488,9,Yes
2019,C490,10,Yes
2019,C4910,10,Yes
2019,C4911,10,Yes
2019,C4912,10,Yes
2019,C4920,10,Yes
2019,C4921,10,Yes
2019,C4922,10,Yes
2019,C493,10,Yes
2019,C494,10,Yes
2019,C495,10,Yes
2019,C496,10,Yes
2019,C498,10,Yes
2019,C499,10,Yes
2019,C49A0,10,Yes
2019,C49A1,10,Yes
2019,C49A2,10,Yes
2019,C49A3,10,Yes
2019,C49A4,10,Yes
2019,C49A5,10,Yes
2019,C49A9,10,Yes
2019,C4A0,12,Yes
2019,C4A10,12,Yes
2019,C4A11,12,Yes
2019,C4A111,12,Yes
2019,C4A112,12,Yes
2019,C4A12,12,Yes
2019,C4A121,12,Yes
2019,C4A122,12,Yes
2019,C4A20,12,Yes
2019,C4A21,12,Yes
2019,C4A22,12,Yes
2019,C4A30,12,Yes
2019,C4A31,12,Yes
2019,C4A39,12,Yes
2019,C4A4,12,Yes
2019,C4A51,12,Yes
2019,C4A52,12,Yes
2019,C4A59,12,Yes
2019,C4A60,12,Yes
2019,C4A61,12,Yes
2019,C4A62,12,Yes
2019,C4A70,12,Yes
2019,C4A71,12,Yes
2019,C4A72,12,Yes
2019,C4A8,12,Yes
2019,C4A9,12,Yes
2019,C50011,12,Yes
2019,C50012,12,Yes
2019,C50019,12,Yes
2019,C50021,12,Yes
2019,C50022,12,Yes
2019,C50029,12,Yes
2019,C50111,12,Yes
2019,C50112,12,Yes
2019,C50119,12,Yes
2019,C50121,12,Yes
2019,C50122,12,Yes
2019,C50129,12,Yes
2019,C50211,12,Yes
2019,C50212,12,Yes
2019,C50219,12,Yes
2019,C50221,12,Yes
2019,C50222,12,Yes
2019,C50229,12,Yes
2019,C50311,12,Yes
2019,C50312,12,Yes
2019,C50319,12,Yes
2019,C50321,12,Yes
2019,C50322,12,Yes
2019,C50329,12,Yes
2019,C50411,12,Yes
2019,C50412,12,Yes
2019,C50419,12,Yes
2019,C50421,12,Yes
2019,C50422,12,Yes
2019,C50429,12,Yes
2019,C50511,12,Yes
2019,C50512,12,Yes
2019,C50519,12,Yes
2019,C50521,12,Yes
2019,C50522,12,Yes
2019,C50529,12,Yes
2019,C50611,12,Yes
2019,C50612,12,Yes
2019,C50619,12,Yes
2019,C50621,12,Yes
2019,C50622,12,Yes
2019,C50629,12,Yes
2019,C50811,12,Yes
2019,C50812,12,Yes
2019,C50819,12,Yes
2019,C50821,12,Yes
2019,C50822,12,Yes
2019,C50829,12,Yes
2019,C50911,12,Yes
2019,C50912,12,Yes
2019,C50919,12,Yes
2019,C50921,12,Yes
2019,C50922,12,Yes
2019,C50929,12,Yes
2019,C510,11,Yes
2019,C511,11,Yes
2019,C512,11,Yes
2019,C518,11,Yes
2019,C519,11,Yes
2019,C52,11,Yes
2019,C530,11,Yes
2019,C531,11,Yes
2019,C538,11,Yes
2019,C539,11,Yes
2019,C540,12,Yes
2019,C541,12,Yes
2019,C542,12,Yes
2019,C543,12,Yes
2019,C548,12,Yes
2019,C549,12,Yes
2019,C55,12,Yes
2019,C561,10,Yes
2019,C562,10,Yes
2019,C569,10,Yes
2019,C5700,10,Yes
2019,C5701,10,Yes
2019,C5702,10,Yes
2019,C5710,10,Yes
2019,C5711,10,Yes
2019,C5712,10,Yes
2019,C5720,10,Yes
2019,C5721,10,Yes
2019,C5722,10,Yes
2019,C573,10,Yes
2019,C574,10,Yes
2019,C577,11,Yes
2019,C578,11,Yes
2019,C579,11,Yes
2019,C58,10,Yes
2019,C600,12,Yes
2019,C601,12,Yes
2019,C602,12,Yes
2019,C608,12,Yes
2019,C609,12,Yes
2019,C61,12,Yes
2019,C6200,12,Yes
2019,C6201,12,Yes
2019,C6202,12,Yes
2019,C6210,12,Yes
2019,C6211,12,Yes
2019,C6212,12,Yes
2019,C6290,12,Yes
2019,C6291,12,Yes
2019,C6292,12,Yes
2019,C6300,12,Yes
2019,C6301,12,Yes
2019,C6302,12,Yes
2019,C6310,12,Yes
2019,C6311,12,Yes
2019,C6312,12,Yes
2019,C632,12,Yes
2019,C637,12,Yes
2019,C638,12,Yes
2019,C639,12,Yes
2019,C641,11,Yes
2019,C642,11,Yes
2019,C649,11,Yes
2019,C651,11,Yes
2019,C652,11,Yes
2019,C659,11,Yes
2019,C661,11,Yes
2019,C662,11,Yes
2019,C669,11,Yes
2019,C670,11,Yes
2019,C671,11,Yes
2019,C672,11,Yes
2019,C673,11,Yes
2019,C674,11,Yes
2019,C675,11,Yes
2019,C676,11,Yes
2019,C677,11,Yes
2019,C678,11,Yes
2019,C679,11,Yes
2019,C680,11,Yes
2019,C681,11,Yes
2019,C688,11,Yes
2019,C689,11,Yes
2019,C6900,12,Yes
2019,C6901,12,Yes
2019,C6902,12,Yes
2019,C6910,12,Yes
2019,C6911,12,Yes
2019,C6912,12,Yes
2019,C6920,12,Yes
2019,C6921,12,Yes
2019,C6922,12,Yes
2019,C6930,12,Yes
2019,C6931,12,Yes
2019,C6932,12,Yes
2019,C6940,12,Yes
2019,C6941,12,Yes
2019,C6942,12,Yes
2019,C6950,12,Yes
2019,C6951,12,Yes
2019,C6952,12,Yes
2019,C6960,12,Yes
2019,C6961,12,Yes
2019,C6962,12,Yes
2019,C6980,12,Yes
2019,C6981,12,Yes
2019,C6982,12,Yes
2019,C6990,12,Yes
2019,C6991,12,Yes
2019,C6992,12,Yes
2019,C700,10,Yes
2019,C701,10,Yes
2019,C709,10,Yes
2019,C710,10,Yes
2019,C711,10,Yes
2019,C712,10,Yes
2019,C713,10,Yes
2019,C714,10,Yes
2019,C715,10,Yes
2019,C716,10,Yes
2019,C717,10,Yes
2019,C718,10,Yes
2019,C719,10,Yes
2019,C720,10,Yes
2019,C721,10,Yes
2019,C7220,10,Yes
2019,C7221,10,Yes
2019,C7222,10,Yes
2019,C7230,10,Yes
2019,C7231,10,Yes
2019,C7232,10,Yes
2019,C7240,10,Yes
2019,C7241,10,Yes
2019,C7242,10,Yes
2019,C7250,10,Yes
2019,C7259,10,Yes
2019,C729,10,Yes
2019,C73,12,Yes
2019,C7400,10,Yes
2019,C7401,10,Yes
2019,C7402,10,Yes
2019,C7410,10,Yes
2019,C7411,10,Yes
2019,C7412,10,Yes
2019,C7490,10,Yes
2019,C7491,10,Yes
2019,C7492,10,Yes
2019,C750,12,Yes
2019,C751,10,Yes
2019,C752,10,Yes
2019,C753,10,Yes
2019,C754,12,Yes
2019,C755,12,Yes
2019,C758,12,Yes
2019,C759,12,Yes
2019,C760,12,Yes
2019,C761,12,Yes
2019,C762,12,Yes
2019,C763,12,Yes
2019,C7640,12,Yes
2019,C7641,12,Yes
2019,C7642,12,Yes
2019,C7650,12,Yes
2019,C7651,12,Yes
2019,C7652,12,Yes
2019,C768,12,Yes
2019,C770,8,Yes
2019,C771,8,Yes
2019,C772,8,Yes
2019,C773,10,Yes
2019,C774,8,Yes
2019,C775,8,Yes
2019,C778,8,Yes
2019,C779,10,Yes
2019,C7800,8,Yes
2019,C7801,8,Yes
2019,C7802,8,Yes
2019,C781,8,Yes
2019,C782,8,Yes
2019,C7830,8,Yes
2019,C7839,8,Yes
2019,C784,8,Yes
2019,C785,8,Yes
2019,C786,8,Yes
2019,C787,8,Yes
2019,C7880,8,Yes
2019,C7889,8,Yes
2019,C7900,8,Yes
2019,C7901,8,Yes
2019,C7902,8,Yes
2019,C7910,8,Yes
2019,C7911,8,Yes
2019,C7919,8,Yes
2019,C792,10,Yes
2019,C7931,8,Yes
2019,C7932,8,Yes
2019,C7940,8,Yes
2019,C7949,8,Yes
2019,C7951,8,Yes
2019,C7952,8,Yes
2019,C7960,8,Yes
2019,C7961,8,Yes
2019,C7962,8,Yes
2019,C7970,8,Yes
2019,C7971,8,Yes
2019,C7972,8,Yes
2019,C7981,10,Yes
2019,C7982,10,Yes
2019,C7989,8,Yes
2019,C799,8,Yes
2019,C7A00,12,Yes
2019,C7A010,12,Yes
2019,C7A011,12,Yes
2019,C7A012,12,Yes
2019,C7A019,12,Yes
2019,C7A020,12,Yes
2019,C7A021,12,Yes
2019,C7A022,12,Yes
2019,C7A023,12,Yes
2019,C7A024,12,Yes
2019,C7A025,12,Yes
2019,C7A026,12,Yes
2019,C7A029,12,Yes
2019,C7A090,12,Yes
2019,C7A091,12,Yes
2019,C7A092,12,Yes
2019,C7A093,12,Yes
2019,C7A094,12,Yes
2019,C7A095,12,Yes
2019,C7A096,12,Yes
2019,C7A098,12,Yes
2019,C7A1,12,Yes
2019,C7A8,12,Yes
2019,C7B00,8,Yes
2019,C7B01,8,Yes
2019,C7B02,8,Yes
2019,C7B03,8,Yes
2019,C7B04,8,Yes
2019,C7B09,8,Yes
2019,C7B1,8,Yes
2019,C7B8,8,Yes
2019,C800,8,Yes
2019,C801,12,Yes
2019,C802,12,Yes
2019,C8100,10,Yes
2019,C8101,10,Yes
2019,C8102,10,Yes
2019,C8103,10,Yes
2019,C8104,10,Yes
2019,C8105,10,Yes
2019,C8106,10,Yes
2019,C8107,10,Yes
2019,C8108,10,Yes
2019,C8109,10,Yes
2019,C8110,10,Yes
2019,C8111,10,Yes
2019,C8112,10,Yes
2019,C8113,10,Yes
2019,C8114,10,Yes
2019,C8115,10,Yes
2019,C8116,10,Yes
2019,C8117,10,Yes
2019,C8118,10,Yes
2019,C8119,10,Yes
2019,C8120,10,Yes
2019,C8121,10,Yes
2019,C8122,10,Yes
2019,C8123,10,Yes
2019,C8124,10,Yes
2019,C8125,10,Yes
2019,C8126,10,Yes
2019,C8127,10,Yes
2019,C8128,10,Yes
2019,C8129,10,Yes
2019,C8130,10,Yes
2019,C8131,10,Yes
2019,C8132,10,Yes
2019,C8133,10,Yes
2019,C8134,10,Yes
2019,C8135,10,Yes
2019,C8136,10,Yes
2019,C8137,10,Yes
2019,C8138,10,Yes
2019,C8139,10,Yes
2019,C8140,10,Yes
2019,C8141,10,Yes
2019,C8142,10,Yes
2019,C8143,10,Yes
2019,C8144,10,Yes
2019,C8145,10,Yes
2019,C8146,10,Yes
2019,C8147,10,Yes
2019,C8148,10,Yes
2019,C8149,10,Yes
2019,C8170,10,Yes
2019,C8171,10,Yes
2019,C8172,10,Yes
2019,C8173,10,Yes
2019,C8174,10,Yes
2019,C8175,10,Yes
2019,C8176,10,Yes
2019,C8177,10,Yes
2019,C8178,10,Yes
2019,C8179,10,Yes
2019,C8190,10,Yes
2019,C8191,10,Yes
2019,C8192,10,Yes
2019,C8193,10,Yes
2019,C8194,10,Yes
2019,C8195,10,Yes
2019,C8196,10,Yes
2019,C8197,10,Yes
2019,C8198,10,Yes
2019,C8199,10,Yes
2019,C8200,10,Yes
2019,C8201,10,Yes
2019,C8202,10,Yes
2019,C8203,10,Yes
2019,C8204,10,Yes
2019,C8205,10,Yes
2019,C8206,10,Yes
2019,C8207,10,Yes
2019,C8208,10,Yes
2019,C8209,10,Yes
2019,C8210,10,Yes
2019,C8211,10,Yes
2019,C8212,10,Yes
2019,C8213,10,Yes
2019,C8214,10,Yes
2019,C8215,10,Yes
2019,C8216,10,Yes
2019,C8217,10,Yes
2019,C8218,10,Yes
2019,C8219,10,Yes
2019,C8220,10,Yes
2019,C8221,10,Yes
2019,C8222,10,Yes
2019,C8223,10,Yes
2019,C8224,10,Yes
2019,C8225,10,Yes
2019,C8226,10,Yes
2019,C8227,10,Yes
2019,C8228,10,Yes
2019,C8229,10,Yes
2019,C8230,10,Yes
2019,C8231,10,Yes
2019,C8232,10,Yes
2019,C8233,10,Yes
2019,C8234,10,Yes
2019,C8235,10,Yes
2019,C8236,10,Yes
2019,C8237,10,Yes
2019,C8238,10,Yes
2019,C8239,10,Yes
2019,C8240,10,Yes
2019,C8241,10,Yes
2019,C8242,10,Yes
2019,C8243,10,Yes
2019,C8244,10,Yes
2019,C8245,10,Yes
2019,C8246,10,Yes
2019,C8247,10,Yes
2019,C8248,10,Yes
2019,C8249,10,Yes
2019,C8250,10,Yes
2019,C8251,10,Yes
2019,C8252,10,Yes
2019,C8253,10,Yes
2019,C8254,10,Yes
2019,C8255,10,Yes
2019,C8256,10,Yes
2019,C8257,10,Yes
2019,C8258,10,Yes
2019,C8259,10,Yes
2019,C8260,10,Yes
2019,C8261,10,Yes
2019,C8262,10,Yes
2019,C8263,10,Yes
2019,C8264,10,Yes
2019,C8265,10,Yes
2019,C8266,10,Yes
2019,C8267,10,Yes
2019,C8268,10,Yes
2019,C8269,10,Yes
2019,C8280,10,Yes
2019,C8281,10,Yes
2019,C8282,10,Yes
2019,C8283,10,Yes
2019,C8284,10,Yes
2019,C8285,10,Yes
2019,C8286,10,Yes
2019,C8287,10,Yes
2019,C8288,10,Yes
2019,C8289,10,Yes
2019,C8290,10,Yes
2019,C8291,10,Yes
2019,C8292,10,Yes
2019,C8293,10,Yes
2019,C8294,10,Yes
2019,C8295,10,Yes
2019,C8296,10,Yes
2019,C8297,10,Yes
2019,C8298,10,Yes
2019,C8299,10,Yes
2019,C8300,10,Yes
2019,C8301,10,Yes
2019,C8302,10,Yes
2019,C8303,10,Yes
2019,C8304,10,Yes
2019,C8305,10,Yes
2019,C8306,10,Yes
2019,C8307,10,Yes
2019,C8308,10,Yes
2019,C8309,10,Yes
2019,C8310,10,Yes
2019,C8311,10,Yes
2019,C8312,10,Yes
2019,C8313,10,Yes
2019,C8314,10,Yes
2019,C8315,10,Yes
2019,C8316,10,Yes
2019,C8317,10,Yes
2019,C8318,10,Yes
2019,C8319,10,Yes
2019,C8330,10,Yes
2019,C8331,10,Yes
2019,C8332,10,Yes
2019,C8333,10,Yes
2019,C8334,10,Yes
2019,C8335,10,Yes
2019,C8336,10,Yes
2019,C8337,10,Yes
2019,C8338,10,Yes
2019,C8339,10,Yes
2019,C8350,10,Yes
2019,C8351,10,Yes
2019,C8352,10,Yes
2019,C8353,10,Yes
2019,C8354,10,Yes
2019,C8355,10,Yes
2019,C8356,10,Yes
2019,C8357,10,Yes
2019,C8358,10,Yes
2019,C8359,10,Yes
2019,C8370,10,Yes
2019,C8371,10,Yes
2019,C8372,10,Yes
2019,C8373,10,Yes
2019,C8374,10,Yes
2019,C8375,10,Yes
2019,C8376,10,Yes
2019,C8377,10,Yes
2019,C8378,10,Yes
2019,C8379,10,Yes
2019,C8380,10,Yes
2019,C8381,10,Yes
2019,C8382,10,Yes
2019,C8383,10,Yes
2019,C8384,10,Yes
2019,C8385,10,Yes
2019,C8386,10,Yes
2019,C8387,10,Yes
2019,C8388,10,Yes
2019,C8389,10,Yes
2019,C8390,10,Yes
2019,C8391,10,Yes
2019,C8392,10,Yes
2019,C8393,10,Yes
2019,C8394,10,Yes
2019,C8395,10,Yes
2019,C8396,10,Yes
2019,C8397,10,Yes
2019,C8398,10,Yes
2019,C8399,10,Yes
2019,C8400,10,Yes
2019,C8401,10,Yes
2019,C8402,10,Yes
2019,C8403,10,Yes
2019,C8404,10,Yes
2019,C8405,10,Yes
2019,C8406,10,Yes
2019,C8407,10,Yes
2019,C8408,10,Yes
2019,C8409,10,Yes
2019,C8410,10,Yes
2019,C8411,10,Yes
2019,C8412,10,Yes
2019,C8413,10,Yes
2019,C8414,10,Yes
2019,C8415,10,Yes
2019,C8416,10,Yes
2019,C8417,10,Yes
2019,C8418,10,Yes
2019,C8419,10,Yes
2019,C8440,10,Yes
2019,C8441,10,Yes
2019,C8442,10,Yes
2019,C8443,10,Yes
2019,C8444,10,Yes
2019,C8445,10,Yes
2019,C8446,10,Yes
2019,C8447,10,Yes
2019,C8448,10,Yes
2019,C8449,10,Yes
2019,C8460,10,Yes
2019,C8461,10,Yes
2019,C8462,10,Yes
2019,C8463,10,Yes
2019,C8464,10,Yes
2019,C8465,10,Yes
2019,C8466,10,Yes
2019,C8467,10,Yes
2019,C8468,10,Yes
2019,C8469,10,Yes
2019,C8470,10,Yes
2019,C8471,10,Yes
2019,C8472,10,Yes
2019,C8473,10,Yes
2019,C8474,10,Yes
2019,C8475,10,Yes
2019,C8476,10,Yes
2019,C8477,10,Yes
2019,C8478,10,Yes
2019,C8479,10,Yes
2019,C8490,10,Yes
2019,C8491,10,Yes
2019,C8492,10,Yes
2019,C8493,10,Yes
2019,C8494,10,Yes
2019,C8495,10,Yes
2019,C8496,10,Yes
2019,C8497,10,Yes
2019,C8498,10,Yes
2019,C8499,10,Yes
2019,C84A0,10,Yes
2019,C84A1,10,Yes
2019,C84A2,10,Yes
2019,C84A3,10,Yes
2019,C84A4,10,Yes
2019,C84A5,10,Yes
2019,C84A6,10,Yes
2019,C84A7,10,Yes
2019,C84A8,10,Yes
2019,C84A9,10,Yes
2019,C84Z0,10,Yes
2019,C84Z1,10,Yes
2019,C84Z2,10,Yes
2019,C84Z3,10,Yes
2019,C84Z4,10,Yes
2019,C84Z5,10,Yes
2019,C84Z6,10,Yes
2019,C84Z7,10,Yes
2019,C84Z8,10,Yes
2019,C84Z9,10,Yes
2019,C8510,10,Yes
2019,C8511,10,Yes
2019,C8512,10,Yes
2019,C8513,10,Yes
2019,C8514,10,Yes
2019,C8515,10,Yes
2019,C8516,10,Yes
2019,C8517,10,Yes
2019,C8518,10,Yes
2019,C8519,10,Yes
2019,C8520,10,Yes
2019,C8521,10,Yes
2019,C8522,10,Yes
2019,C8523,10,Yes
2019,C8524,10,Yes
2019,C8525,10,Yes
2019,C8526,10,Yes
2019,C8527,10,Yes
2019,C8528,10,Yes
2019,C8529,10,Yes
2019,C8580,10,Yes
2019,C8581,10,Yes
2019,C8582,10,Yes
2019,C8583,10,Yes
2019,C8584,10,Yes
2019,C8585,10,Yes
2019,C8586,10,Yes
2019,C8587,10,Yes
2019,C8588,10,Yes
2019,C8589,10,Yes
2019,C8590,10,Yes
2019,C8591,10,Yes
2019,C8592,10,Yes
2019,C8593,10,Yes
2019,C8594,10,Yes
2019,C8595,10,Yes
2019,C8596,10,Yes
2019,C8597,10,Yes
2019,C8598,10,Yes
2019,C8599,10,Yes
2019,C860,10,Yes
2019,C861,10,Yes
2019,C862,10,Yes
2019,C863,10,Yes
2019,C864,10,Yes
2019,C865,10,Yes
2019,C866,10,Yes
2019,C880,23,Yes
2019,C882,10,Yes
2019,C883,10,Yes
2019,C884,10,Yes
2019,C888,10,Yes
2019,C889,10,Yes
2019,C9000,9,Yes
2019,C9001,9,Yes
2019,C9002,9,Yes
2019,C9010,9,Yes
2019,C9011,9,Yes
2019,C9012,9,Yes
2019,C9020,9,Yes
2019,C9021,9,Yes
2019,C9022,9,Yes
2019,C9030,10,Yes
2019,C9031,10,Yes
2019,C9032,10,Yes
2019,C9100,8,Yes
2019,C9101,8,Yes
