payment_year,hcpcs_cpt_code,included_flag
2020,25920,yes
2020,25922,yes
2020,25924,yes
2020,25927,yes
2020,25929,yes
2020,25931,yes
2020,25999,yes
2020,26010,yes
2020,26011,yes
2020,26020,yes
2020,26025,yes
2020,26030,yes
2020,26034,yes
2020,26035,yes
2020,26037,yes
2020,26040,yes
2020,26045,yes
2020,26055,yes
2020,26060,yes
2020,26070,yes
2020,26075,yes
2020,26080,yes
2020,26100,yes
2020,26105,yes
2020,26110,yes
2020,26111,yes
2020,26113,yes
2020,26115,yes
2020,26116,yes
2020,26117,yes
2020,26118,yes
2020,26121,yes
2020,26123,yes
2020,26130,yes
2020,26135,yes
2020,26140,yes
2020,26145,yes
2020,26160,yes
2020,26170,yes
2020,26180,yes
2020,26185,yes
2020,26200,yes
2020,26205,yes
2020,26210,yes
2020,26215,yes
2020,26230,yes
2020,26235,yes
2020,26236,yes
2020,26250,yes
2020,26260,yes
2020,26262,yes
2020,26320,yes
2020,26340,yes
2020,26341,yes
2020,26350,yes
2020,26352,yes
2020,26356,yes
2020,26357,yes
2020,26358,yes
2020,26370,yes
2020,26372,yes
2020,26373,yes
2020,26390,yes
2020,26392,yes
2020,26410,yes
2020,26412,yes
2020,26415,yes
2020,26416,yes
2020,26418,yes
2020,26420,yes
2020,26426,yes
2020,26428,yes
2020,26432,yes
2020,26433,yes
2020,26434,yes
2020,26437,yes
2020,26440,yes
2020,26442,yes
2020,26445,yes
2020,26449,yes
2020,26450,yes
2020,26455,yes
2020,26460,yes
2020,26471,yes
2020,26474,yes
2020,26476,yes
2020,26477,yes
2020,26478,yes
2020,26479,yes
2020,26480,yes
2020,26483,yes
2020,26485,yes
2020,26489,yes
2020,26490,yes
2020,26492,yes
2020,26494,yes
2020,26496,yes
2020,26497,yes
2020,26498,yes
2020,26499,yes
2020,26500,yes
2020,26502,yes
2020,26508,yes
2020,26510,yes
2020,26516,yes
2020,26517,yes
2020,26518,yes
2020,26520,yes
2020,26525,yes
2020,26530,yes
2020,26531,yes
2020,26535,yes
2020,26536,yes
2020,26540,yes
2020,26541,yes
2020,26542,yes
2020,26545,yes
2020,26546,yes
2020,26548,yes
2020,26550,yes
2020,26551,yes
2020,26553,yes
2020,26554,yes
2020,26555,yes
2020,26556,yes
2020,26560,yes
2020,26561,yes
2020,26562,yes
2020,26565,yes
2020,26567,yes
2020,26568,yes
2020,26580,yes
2020,26587,yes
2020,26590,yes
2020,26591,yes
2020,26593,yes
2020,26596,yes
2020,26600,yes
2020,26605,yes
2020,26607,yes
2020,26608,yes
2020,26615,yes
2020,26641,yes
2020,26645,yes
2020,26650,yes
2020,26665,yes
2020,26670,yes
2020,26675,yes
2020,26676,yes
2020,26685,yes
2020,26686,yes
2020,26700,yes
2020,26705,yes
2020,26706,yes
2020,26715,yes
2020,26720,yes
2020,26725,yes
2020,26727,yes
2020,26735,yes
2020,26740,yes
2020,26742,yes
2020,26746,yes
2020,26750,yes
2020,26755,yes
2020,26756,yes
2020,26765,yes
2020,26770,yes
2020,26775,yes
2020,26776,yes
2020,26785,yes
2020,26820,yes
2020,26841,yes
2020,26842,yes
2020,26843,yes
2020,26844,yes
2020,26850,yes
2020,26852,yes
2020,26860,yes
2020,26862,yes
2020,26910,yes
2020,26951,yes
2020,26952,yes
2020,26989,yes
2020,26990,yes
2020,26991,yes
2020,26992,yes
2020,27000,yes
2020,27001,yes
2020,27003,yes
2020,27005,yes
2020,27006,yes
2020,27025,yes
2020,27027,yes
2020,27030,yes
2020,27033,yes
2020,27035,yes
2020,27036,yes
2020,27043,yes
2020,27045,yes
2020,27047,yes
2020,27048,yes
2020,27049,yes
2020,27050,yes
2020,27052,yes
2020,27054,yes
2020,27057,yes
2020,27059,yes
2020,27060,yes
2020,27062,yes
2020,27065,yes
2020,27066,yes
2020,27067,yes
2020,27070,yes
2020,27071,yes
2020,27075,yes
2020,27076,yes
2020,27077,yes
2020,27078,yes
2020,27080,yes
2020,27086,yes
2020,27087,yes
2020,27090,yes
2020,27091,yes
2020,27096,yes
2020,27097,yes
2020,27098,yes
2020,27100,yes
2020,27105,yes
2020,27110,yes
2020,27111,yes
2020,27120,yes
2020,27122,yes
2020,27125,yes
2020,27130,yes
2020,27132,yes
2020,27134,yes
2020,27137,yes
2020,27138,yes
2020,27140,yes
2020,27146,yes
2020,27147,yes
2020,27151,yes
2020,27156,yes
2020,27158,yes
2020,27161,yes
2020,27165,yes
2020,27170,yes
2020,27175,yes
2020,27176,yes
2020,27177,yes
2020,27178,yes
2020,27179,yes
2020,27181,yes
2020,27185,yes
2020,27187,yes
2020,27197,yes
2020,27198,yes
2020,27200,yes
2020,27202,yes
2020,27215,yes
2020,27216,yes
2020,27217,yes
2020,27218,yes
2020,27220,yes
2020,27222,yes
2020,27226,yes
2020,27227,yes
2020,27228,yes
2020,27230,yes
2020,27232,yes
2020,27235,yes
2020,27236,yes
2020,27238,yes
2020,27240,yes
2020,27244,yes
2020,27245,yes
2020,27246,yes
2020,27248,yes
2020,27250,yes
2020,27252,yes
2020,27253,yes
2020,27254,yes
2020,27256,yes
2020,27257,yes
2020,27258,yes
2020,27259,yes
2020,27265,yes
2020,27266,yes
2020,27267,yes
2020,27268,yes
2020,27269,yes
2020,27275,yes
2020,27279,yes
2020,27280,yes
2020,27282,yes
2020,27284,yes
2020,27286,yes
2020,27290,yes
2020,27295,yes
2020,27299,yes
2020,27301,yes
2020,27303,yes
2020,27305,yes
2020,27306,yes
2020,27307,yes
2020,27310,yes
2020,27325,yes
2020,27326,yes
2020,27327,yes
2020,27328,yes
2020,27329,yes
2020,27330,yes
2020,27331,yes
2020,27332,yes
2020,27333,yes
2020,27334,yes
2020,27335,yes
2020,27337,yes
2020,27339,yes
2020,27340,yes
2020,27345,yes
2020,27347,yes
2020,27350,yes
2020,27355,yes
2020,27356,yes
2020,27357,yes
2020,27360,yes
2020,27364,yes
2020,27365,yes
2020,27372,yes
2020,27380,yes
2020,27381,yes
2020,27385,yes
2020,27386,yes
2020,27390,yes
2020,27391,yes
2020,27392,yes
2020,27393,yes
2020,27394,yes
2020,27395,yes
2020,27396,yes
2020,27397,yes
2020,27400,yes
2020,27403,yes
2020,27405,yes
2020,27407,yes
2020,27409,yes
2020,27412,yes
2020,27415,yes
2020,27416,yes
2020,27418,yes
2020,27420,yes
2020,27422,yes
2020,27424,yes
2020,27425,yes
2020,27427,yes
2020,27428,yes
2020,27429,yes
2020,27430,yes
2020,27435,yes
2020,27437,yes
2020,27438,yes
2020,27440,yes
2020,27441,yes
2020,27442,yes
2020,27443,yes
2020,27445,yes
2020,27446,yes
2020,27447,yes
2020,27448,yes
2020,27450,yes
2020,27454,yes
2020,27455,yes
2020,27457,yes
2020,27465,yes
2020,27466,yes
2020,27468,yes
2020,27470,yes
2020,27472,yes
2020,27475,yes
2020,27477,yes
2020,27479,yes
2020,27485,yes
2020,27486,yes
2020,27487,yes
2020,27488,yes
2020,27495,yes
2020,27496,yes
2020,27497,yes
2020,27498,yes
2020,27499,yes
2020,27500,yes
2020,27501,yes
2020,27502,yes
2020,27503,yes
2020,27506,yes
2020,27507,yes
2020,27508,yes
2020,27509,yes
2020,27510,yes
2020,27511,yes
2020,27513,yes
2020,27514,yes
2020,27516,yes
2020,27517,yes
2020,27519,yes
2020,27520,yes
2020,27524,yes
2020,27530,yes
2020,27532,yes
2020,27535,yes
2020,27536,yes
2020,27538,yes
2020,27540,yes
2020,27550,yes
2020,27552,yes
2020,27556,yes
2020,27557,yes
2020,27558,yes
2020,27560,yes
2020,27562,yes
2020,27566,yes
2020,27570,yes
2020,27580,yes
2020,27590,yes
2020,27591,yes
2020,27592,yes
2020,27594,yes
2020,27596,yes
2020,27598,yes
2020,27599,yes
2020,27600,yes
2020,27601,yes
2020,27602,yes
2020,27603,yes
2020,27604,yes
2020,27605,yes
2020,27606,yes
2020,27607,yes
2020,27610,yes
2020,27612,yes
2020,27615,yes
2020,27616,yes
2020,27618,yes
2020,27619,yes
2020,27620,yes
2020,27625,yes
2020,27626,yes
2020,27630,yes
2020,27632,yes
2020,27634,yes
2020,27635,yes
2020,27637,yes
2020,27638,yes
2020,27640,yes
2020,27641,yes
2020,27645,yes
2020,27646,yes
2020,27647,yes
2020,27650,yes
2020,27652,yes
2020,27654,yes
2020,27656,yes
2020,27658,yes
2020,27659,yes
2020,27664,yes
2020,27665,yes
2020,27675,yes
2020,27676,yes
2020,27680,yes
2020,27681,yes
2020,27685,yes
2020,27686,yes
2020,27687,yes
2020,27690,yes
2020,27691,yes
2020,27695,yes
2020,27696,yes
2020,27698,yes
2020,27700,yes
2020,27702,yes
2020,27703,yes
2020,27704,yes
2020,27705,yes
2020,27707,yes
2020,27709,yes
2020,27712,yes
2020,27715,yes
2020,27720,yes
2020,27722,yes
2020,27724,yes
2020,27725,yes
2020,27726,yes
2020,27727,yes
2020,27730,yes
2020,27732,yes
2020,27734,yes
2020,27740,yes
2020,27742,yes
2020,27745,yes
2020,27750,yes
2020,27752,yes
2020,27756,yes
2020,27758,yes
2020,27759,yes
2020,27760,yes
2020,27762,yes
2020,27766,yes
2020,27767,yes
2020,27768,yes
2020,27769,yes
2020,27780,yes
2020,27781,yes
2020,27784,yes
2020,27786,yes
2020,27788,yes
2020,27792,yes
2020,27808,yes
2020,27810,yes
2020,27814,yes
2020,27816,yes
2020,27818,yes
2020,27822,yes
2020,27823,yes
2020,27824,yes
2020,27825,yes
2020,27826,yes
2020,27827,yes
2020,27828,yes
2020,27829,yes
2020,27830,yes
2020,27831,yes
2020,27832,yes
2020,27840,yes
2020,27842,yes
2020,27846,yes
2020,27848,yes
2020,27860,yes
2020,27870,yes
2020,27871,yes
2020,27880,yes
2020,27881,yes
2020,27882,yes
2020,27884,yes
2020,27886,yes
2020,27888,yes
2020,27889,yes
2020,27892,yes
2020,27893,yes
2020,27894,yes
2020,27899,yes
2020,28001,yes
2020,28002,yes
2020,28003,yes
2020,28005,yes
2020,28008,yes
2020,28010,yes
2020,28011,yes
2020,28020,yes
2020,28022,yes
2020,28024,yes
2020,28035,yes
2020,28039,yes
2020,28041,yes
2020,28043,yes
2020,28045,yes
2020,28046,yes
2020,28047,yes
2020,28050,yes
2020,28052,yes
2020,28054,yes
2020,28055,yes
2020,28060,yes
2020,28062,yes
2020,28070,yes
2020,28072,yes
2020,28080,yes
2020,28086,yes
2020,28088,yes
2020,28090,yes
2020,28092,yes
2020,28100,yes
2020,28102,yes
2020,28103,yes
2020,28104,yes
2020,28106,yes
2020,28107,yes
2020,28108,yes
2020,28110,yes
2020,28111,yes
2020,28112,yes
2020,28113,yes
2020,28114,yes
2020,28116,yes
2020,28118,yes
2020,28119,yes
2020,28120,yes
2020,28122,yes
2020,28124,yes
2020,28126,yes
2020,28130,yes
2020,28140,yes
2020,28150,yes
2020,28153,yes
2020,28160,yes
2020,28171,yes
2020,28173,yes
2020,28175,yes
2020,28190,yes
2020,28192,yes
2020,28193,yes
2020,28200,yes
2020,28202,yes
2020,28208,yes
2020,28210,yes
2020,28220,yes
2020,28222,yes
2020,28225,yes
2020,28226,yes
2020,28230,yes
2020,28232,yes
2020,28234,yes
2020,28238,yes
2020,28240,yes
2020,28250,yes
2020,28260,yes
2020,28261,yes
2020,28262,yes
2020,28264,yes
2020,28270,yes
2020,28272,yes
2020,28280,yes
2020,28285,yes
2020,28286,yes
2020,28288,yes
2020,28289,yes
2020,28291,yes
2020,28292,yes
2020,28295,yes
2020,28296,yes
2020,28297,yes
2020,28298,yes
2020,28299,yes
2020,28300,yes
2020,28302,yes
2020,28304,yes
2020,28305,yes
2020,28306,yes
2020,28307,yes
2020,28308,yes
2020,28309,yes
2020,28310,yes
2020,28312,yes
2020,28313,yes
2020,28315,yes
2020,28320,yes
2020,28322,yes
2020,28340,yes
2020,28341,yes
2020,28344,yes
2020,28345,yes
2020,28360,yes
2020,28400,yes
2020,28405,yes
2020,28406,yes
2020,28415,yes
2020,28420,yes
2020,28430,yes
2020,28435,yes
2020,28436,yes
2020,28445,yes
2020,28446,yes
2020,28450,yes
2020,28455,yes
2020,28456,yes
2020,28465,yes
2020,28470,yes
2020,28475,yes
2020,28476,yes
2020,28485,yes
2020,28490,yes
2020,28495,yes
2020,28496,yes
2020,28505,yes
2020,28510,yes
2020,28515,yes
2020,28525,yes
2020,28530,yes
2020,28531,yes
2020,28540,yes
2020,28545,yes
2020,28546,yes
2020,28555,yes
2020,28570,yes
2020,28575,yes
2020,28576,yes
2020,28585,yes
2020,28600,yes
2020,28605,yes
2020,28606,yes
2020,28615,yes
2020,28630,yes
2020,28635,yes
2020,28636,yes
2020,28645,yes
2020,28660,yes
2020,28665,yes
2020,28666,yes
2020,28675,yes
2020,28705,yes
2020,28715,yes
2020,28725,yes
2020,28730,yes
2020,28735,yes
2020,28737,yes
2020,28740,yes
2020,28750,yes
2020,28755,yes
2020,28760,yes
2020,28800,yes
2020,28805,yes
2020,28810,yes
2020,28820,yes
2020,28825,yes
2020,28890,yes
2020,28899,yes
2020,29000,yes
2020,29010,yes
2020,29015,yes
2020,29035,yes
2020,29040,yes
2020,29044,yes
2020,29046,yes
2020,29049,yes
2020,29055,yes
2020,29058,yes
2020,29065,yes
2020,29075,yes
2020,29085,yes
2020,29086,yes
2020,29105,yes
2020,29125,yes
2020,29126,yes
2020,29130,yes
2020,29131,yes
2020,29200,yes
2020,29240,yes
2020,29260,yes
2020,29280,yes
2020,29305,yes
2020,29325,yes
2020,29345,yes
2020,29355,yes
2020,29358,yes
2020,29365,yes
2020,29405,yes
2020,29425,yes
2020,29435,yes
2020,29440,yes
2020,29445,yes
2020,29450,yes
2020,29505,yes
2020,29515,yes
2020,29520,yes
2020,29530,yes
2020,29540,yes
2020,29550,yes
2020,29580,yes
2020,29581,yes
2020,29584,yes
2020,29700,yes
2020,29705,yes
2020,29710,yes
2020,29720,yes
2020,29730,yes
2020,29740,yes
2020,29750,yes
2020,29799,yes
2020,29800,yes
2020,29804,yes
2020,29805,yes
2020,29806,yes
2020,29807,yes
2020,29819,yes
2020,29820,yes
2020,29821,yes
2020,29822,yes
2020,29823,yes
2020,29824,yes
2020,29825,yes
2020,29827,yes
2020,29828,yes
2020,29830,yes
2020,29834,yes
2020,29835,yes
2020,29836,yes
2020,29837,yes
2020,29838,yes
2020,29840,yes
2020,29843,yes
2020,29844,yes
2020,29845,yes
2020,29846,yes
2020,29847,yes
2020,29848,yes
2020,29850,yes
2020,29851,yes
2020,29855,yes
2020,29856,yes
2020,29860,yes
2020,29861,yes
2020,29862,yes
2020,29863,yes
2020,29866,yes
2020,29867,yes
2020,29868,yes
2020,29870,yes
2020,29871,yes
2020,29873,yes
2020,29874,yes
2020,29875,yes
2020,29876,yes
2020,29877,yes
2020,29879,yes
2020,29880,yes
2020,29881,yes
2020,29882,yes
2020,29883,yes
2020,29884,yes
2020,29885,yes
2020,29886,yes
2020,29887,yes
2020,29888,yes
2020,29889,yes
2020,29891,yes
2020,29892,yes
2020,29893,yes
2020,29894,yes
2020,29895,yes
2020,29897,yes
2020,29898,yes
2020,29899,yes
2020,29900,yes
2020,29901,yes
2020,29902,yes
2020,29904,yes
2020,29905,yes
2020,29906,yes
2020,29907,yes
2020,29914,yes
2020,29915,yes
2020,29916,yes
2020,29999,yes
2020,30000,yes
2020,30020,yes
2020,30110,yes
2020,30115,yes
2020,30117,yes
2020,30118,yes
2020,30120,yes
2020,30124,yes
2020,30125,yes
2020,30130,yes
2020,30140,yes
2020,30150,yes
2020,30160,yes
2020,30200,yes
2020,30210,yes
2020,30220,yes
2020,30300,yes
2020,30310,yes
2020,30320,yes
2020,30400,yes
2020,30410,yes
2020,30420,yes
2020,30430,yes
2020,30435,yes
2020,30450,yes
2020,30460,yes
2020,30462,yes
2020,30465,yes
2020,30520,yes
2020,30540,yes
2020,30545,yes
2020,30560,yes
2020,30580,yes
2020,30600,yes
2020,30620,yes
2020,30630,yes
2020,30801,yes
2020,30802,yes
2020,30901,yes
2020,30903,yes
2020,30905,yes
2020,30906,yes
2020,30915,yes
2020,30920,yes
2020,30930,yes
2020,30999,yes
2020,31000,yes
2020,31002,yes
2020,31020,yes
2020,31030,yes
2020,31032,yes
2020,31040,yes
2020,31050,yes
2020,31051,yes
2020,31070,yes
2020,31075,yes
2020,31080,yes
2020,31081,yes
2020,31084,yes
2020,31085,yes
2020,31086,yes
2020,31087,yes
2020,31090,yes
2020,31200,yes
2020,31201,yes
2020,31205,yes
2020,31225,yes
2020,31230,yes
2020,31231,yes
2020,31233,yes
2020,31235,yes
2020,31237,yes
2020,31238,yes
2020,31239,yes
2020,31240,yes
2020,31241,yes
2020,31253,yes
2020,31254,yes
2020,31255,yes
2020,31256,yes
2020,31257,yes
2020,31259,yes
2020,31267,yes
2020,31276,yes
2020,31287,yes
2020,31288,yes
2020,31290,yes
2020,31291,yes
2020,31292,yes
2020,31293,yes
2020,31294,yes
2020,31295,yes
2020,31296,yes
2020,31297,yes
2020,31298,yes
2020,31299,yes
2020,31300,yes
2020,31360,yes
2020,31365,yes
2020,31367,yes
2020,31368,yes
2020,31370,yes
2020,31375,yes
2020,31380,yes
2020,31382,yes
2020,31390,yes
2020,31395,yes
2020,31400,yes
2020,31420,yes
2020,31500,yes
2020,31502,yes
2020,31505,yes
2020,31510,yes
2020,31511,yes
2020,31512,yes
2020,31513,yes
2020,31515,yes
2020,31520,yes
2020,31525,yes
2020,31526,yes
2020,31527,yes
2020,31528,yes
2020,31529,yes
2020,31530,yes
2020,31531,yes
2020,31535,yes
2020,31536,yes
2020,31540,yes
2020,31541,yes
2020,31545,yes
2020,31546,yes
2020,31551,yes
2020,31552,yes
2020,31553,yes
2020,31554,yes
2020,31560,yes
2020,31561,yes
2020,31570,yes
2020,31571,yes
2020,31572,yes
2020,31573,yes
2020,31574,yes
2020,31575,yes
2020,31576,yes
2020,31577,yes
2020,31578,yes
2020,31579,yes
2020,31580,yes
2020,31584,yes
2020,31587,yes
2020,31590,yes
2020,31591,yes
2020,31592,yes
2020,31599,yes
2020,31600,yes
2020,31601,yes
2020,31603,yes
2020,31605,yes
2020,31610,yes
2020,31611,yes
2020,31612,yes
2020,31613,yes
2020,31614,yes
2020,31615,yes
2020,31622,yes
2020,31623,yes
2020,31624,yes
2020,31625,yes
2020,31626,yes
2020,31628,yes
2020,31629,yes
2020,31630,yes
2020,31631,yes
2020,31634,yes
2020,31635,yes
2020,31636,yes
2020,31638,yes
2020,31640,yes
2020,31641,yes
2020,31643,yes
2020,31645,yes
2020,31646,yes
2020,31647,yes
2020,31648,yes
2020,31660,yes
2020,31661,yes
2020,31717,yes
2020,31720,yes
2020,31725,yes
2020,31730,yes
2020,31750,yes
2020,31755,yes
2020,31760,yes
2020,31766,yes
2020,31770,yes
2020,31775,yes
2020,31780,yes
2020,31781,yes
2020,31785,yes
2020,31786,yes
2020,31800,yes
2020,31805,yes
2020,31820,yes
2020,31825,yes
2020,31830,yes
2020,31899,yes
2020,32035,yes
2020,32036,yes
2020,32096,yes
2020,32097,yes
2020,32098,yes
2020,32100,yes
2020,32110,yes
2020,32120,yes
2020,32124,yes
2020,32140,yes
2020,32141,yes
2020,32150,yes
2020,32151,yes
2020,32160,yes
2020,32200,yes
2020,32215,yes
2020,32220,yes
2020,32225,yes
2020,32310,yes
2020,32320,yes
2020,32440,yes
2020,32442,yes
2020,32445,yes
2020,32480,yes
2020,32482,yes
2020,32484,yes
2020,32486,yes
2020,32488,yes
2020,32491,yes
2020,32503,yes
2020,32504,yes
2020,32505,yes
2020,32540,yes
2020,32550,yes
2020,32551,yes
2020,32552,yes
2020,32554,yes
2020,32555,yes
2020,32556,yes
2020,32557,yes
2020,32560,yes
2020,32561,yes
2020,32562,yes
2020,32601,yes
2020,32604,yes
2020,32606,yes
2020,32607,yes
2020,32608,yes
2020,32609,yes
2020,32650,yes
2020,32651,yes
2020,32652,yes
2020,32653,yes
2020,32654,yes
2020,32655,yes
2020,32656,yes
2020,32658,yes
2020,32659,yes
2020,32661,yes
2020,32662,yes
2020,32663,yes
2020,32664,yes
2020,32665,yes
2020,32666,yes
2020,32669,yes
2020,32670,yes
2020,32671,yes
2020,32672,yes
2020,32673,yes
2020,32701,yes
2020,32800,yes
2020,32810,yes
2020,32815,yes
2020,32820,yes
2020,32851,yes
2020,32852,yes
2020,32853,yes
2020,32854,yes
2020,32900,yes
2020,32905,yes
2020,32906,yes
2020,32940,yes
2020,32960,yes
2020,32994,yes
2020,32997,yes
2020,32998,yes
2020,32999,yes
2020,33016,yes
2020,33017,yes
2020,33018,yes
2020,33019,yes
2020,33020,yes
2020,33025,yes
2020,33030,yes
2020,33031,yes
2020,33050,yes
2020,33120,yes
2020,33130,yes
2020,33140,yes
2020,33202,yes
2020,33203,yes
2020,33206,yes
2020,33207,yes
2020,33208,yes
2020,33210,yes
2020,33211,yes
2020,33212,yes
2020,33213,yes
2020,33214,yes
2020,33215,yes
2020,33216,yes
2020,33217,yes
2020,33218,yes
2020,33220,yes
2020,33221,yes
2020,33222,yes
2020,33223,yes
2020,33224,yes
2020,33226,yes
2020,33227,yes
2020,33228,yes
2020,33229,yes
2020,33230,yes
2020,33231,yes
2020,33233,yes
2020,33234,yes
2020,33235,yes
2020,33236,yes
2020,33237,yes
2020,33238,yes
2020,33240,yes
2020,33241,yes
2020,33243,yes
2020,33244,yes
2020,33249,yes
2020,33250,yes
2020,33251,yes
2020,33254,yes
2020,33255,yes
2020,33256,yes
2020,33261,yes
2020,33262,yes
2020,33263,yes
2020,33264,yes
2020,33265,yes
2020,33266,yes
2020,33270,yes
2020,33271,yes
2020,33272,yes
2020,33273,yes
2020,33274,yes
2020,33275,yes
2020,33289,yes
2020,33300,yes
2020,33305,yes
2020,33310,yes
2020,33315,yes
2020,33320,yes
2020,33321,yes
2020,33322,yes
2020,33330,yes
2020,33335,yes
2020,33340,yes
2020,33361,yes
2020,33362,yes
2020,33363,yes
2020,33364,yes
2020,33365,yes
2020,33366,yes
2020,33390,yes
2020,33391,yes
2020,33404,yes
2020,33405,yes
2020,33406,yes
2020,33410,yes
2020,33411,yes
2020,33412,yes
2020,33413,yes
2020,33414,yes
2020,33415,yes
2020,33416,yes
2020,33417,yes
2020,33418,yes
2020,33420,yes
2020,33422,yes
2020,33425,yes
2020,33426,yes
2020,33427,yes
2020,33430,yes
2020,33440,yes
2020,33460,yes
2020,33463,yes
2020,33464,yes
2020,33465,yes
2020,33468,yes
2020,33470,yes
2020,33471,yes
2020,33474,yes
2020,33475,yes
2020,33476,yes
2020,33477,yes
2020,33478,yes
2020,33496,yes
2020,33500,yes
2020,33501,yes
2020,33502,yes
2020,33503,yes
2020,33504,yes
2020,33505,yes
2020,33506,yes
2020,33507,yes
2020,33510,yes
2020,33511,yes
2020,33512,yes
2020,33513,yes
2020,33514,yes
2020,33516,yes
2020,33533,yes
2020,33534,yes
2020,33535,yes
2020,33536,yes
2020,33542,yes
2020,33545,yes
2020,33548,yes
2020,33600,yes
2020,33602,yes
2020,33606,yes
2020,33608,yes
2020,33610,yes
2020,33611,yes
2020,33612,yes
2020,33615,yes
2020,33617,yes
2020,33619,yes
2020,33620,yes
2020,33621,yes
2020,33622,yes
2020,33641,yes
2020,33645,yes
2020,33647,yes
2020,33660,yes
2020,33665,yes
2020,33670,yes
2020,33675,yes
2020,33676,yes
2020,33677,yes
2020,33681,yes
2020,33684,yes
2020,33688,yes
2020,33690,yes
2020,33692,yes
2020,33694,yes
2020,33697,yes
2020,33702,yes
2020,33710,yes
2020,33720,yes
2020,33722,yes
2020,33724,yes
2020,33726,yes
2020,33730,yes
2020,33732,yes
2020,33735,yes
2020,33736,yes
2020,33737,yes
2020,33750,yes
2020,33755,yes
2020,33762,yes
2020,33764,yes
2020,33766,yes
2020,33767,yes
2020,33770,yes
2020,33771,yes
2020,33774,yes
2020,33775,yes
2020,33776,yes
2020,33777,yes
2020,33778,yes
2020,33779,yes
2020,33780,yes
2020,33781,yes
2020,33782,yes
2020,33783,yes
2020,33786,yes
2020,33788,yes
2020,33800,yes
2020,33802,yes
2020,33803,yes
2020,33813,yes
2020,33814,yes
2020,33820,yes
2020,33822,yes
2020,33824,yes
2020,33840,yes
2020,33845,yes
2020,33851,yes
2020,33852,yes
2020,33853,yes
2020,33858,yes
2020,33859,yes
2020,33863,yes
2020,33864,yes
2020,33871,yes
2020,33875,yes
2020,33877,yes
2020,33880,yes
2020,33881,yes
2020,33883,yes
2020,33886,yes
2020,33889,yes
2020,33891,yes
2020,33910,yes
2020,33915,yes
2020,33916,yes
2020,33917,yes
2020,33920,yes
2020,33922,yes
2020,33925,yes
2020,33926,yes
2020,33927,yes
2020,33928,yes
2020,33935,yes
2020,33945,yes
2020,33946,yes
2020,33947,yes
2020,33948,yes
2020,33949,yes
2020,33951,yes
2020,33952,yes
2020,33953,yes
2020,33954,yes
2020,33955,yes
2020,33956,yes
2020,33957,yes
2020,33958,yes
2020,33959,yes
2020,33962,yes
2020,33963,yes
2020,33964,yes
2020,33965,yes
2020,33966,yes
2020,33967,yes
2020,33968,yes
2020,33969,yes
2020,33970,yes
2020,33971,yes
2020,33973,yes
2020,33974,yes
2020,33975,yes
2020,33976,yes
2020,33977,yes
2020,33978,yes
2020,33979,yes
2020,33980,yes
2020,33981,yes
2020,33982,yes
2020,33983,yes
2020,33984,yes
2020,33985,yes
2020,33986,yes
2020,33988,yes
2020,33989,yes
2020,33990,yes
2020,33991,yes
2020,33992,yes
2020,33993,yes
2020,33999,yes
2020,34001,yes
2020,34051,yes
2020,34101,yes
2020,34111,yes
2020,34151,yes
2020,34201,yes
2020,34203,yes
2020,34401,yes
2020,34421,yes
2020,34451,yes
2020,34471,yes
2020,34490,yes
2020,34501,yes
2020,34502,yes
2020,34510,yes
2020,34520,yes
2020,34530,yes
2020,34701,yes
2020,34702,yes
2020,34703,yes
2020,34704,yes
2020,34705,yes
2020,34706,yes
2020,34707,yes
2020,34708,yes
2020,34710,yes
2020,34712,yes
2020,34718,yes
2020,34830,yes
2020,34831,yes
2020,34832,yes
2020,34839,yes
2020,34841,yes
2020,34842,yes
2020,34843,yes
2020,34844,yes
2020,34845,yes
2020,34846,yes
2020,34847,yes
2020,34848,yes
2020,35001,yes
2020,35002,yes
2020,35005,yes
2020,35011,yes
2020,35013,yes
2020,35021,yes
2020,35022,yes
2020,35045,yes
2020,35081,yes
2020,35082,yes
2020,35091,yes
2020,35092,yes
2020,35102,yes
2020,35103,yes
2020,35111,yes
2020,35112,yes
2020,35121,yes
2020,35122,yes
2020,35131,yes
2020,35132,yes
2020,35141,yes
2020,35142,yes
2020,35151,yes
2020,35152,yes
2020,35180,yes
2020,35182,yes
2020,35184,yes
2020,35188,yes
2020,35189,yes
2020,35190,yes
2020,35201,yes
2020,35206,yes
2020,35207,yes
2020,35211,yes
2020,35216,yes
2020,35221,yes
2020,35226,yes
2020,35231,yes
2020,35236,yes
2020,35241,yes
2020,35246,yes
2020,35251,yes
2020,35256,yes
2020,35261,yes
2020,35266,yes
2020,35271,yes
2020,35276,yes
2020,35281,yes
2020,35286,yes
2020,35301,yes
2020,35302,yes
2020,35303,yes
2020,35304,yes
2020,35305,yes
2020,35311,yes
2020,35321,yes
2020,35331,yes
2020,35341,yes
2020,35351,yes
2020,35355,yes
2020,35361,yes
2020,35363,yes
2020,35371,yes
2020,35372,yes
2020,35501,yes
2020,35506,yes
2020,35508,yes
2020,35509,yes
2020,35510,yes
2020,35511,yes
2020,35512,yes
2020,35515,yes
2020,35516,yes
2020,35518,yes
2020,35521,yes
2020,35522,yes
2020,35523,yes
2020,35525,yes
2020,35526,yes
2020,35531,yes
2020,35533,yes
2020,35535,yes
2020,35536,yes
2020,35537,yes
2020,35538,yes
2020,35539,yes
2020,35540,yes
2020,35556,yes
