icd9,edcnnpa,edcnpa,epct,noner,injury,psych,alcohol,drug
52543,0,0.2413793103,0.7586206897,0,0,0,0,0
52544,0,0.2413793103,0.7586206897,0,0,0,0,0
52550,0,0.2413793103,0.7586206897,0,0,0,0,0
52551,0,0.2413793103,0.7586206897,0,0,0,0,0
52552,0,0.2413793103,0.7586206897,0,0,0,0,0
52553,0,0.2413793103,0.7586206897,0,0,0,0,0
52554,0,0.2413793103,0.7586206897,0,0,0,0,0
52560,0,0.2413793103,0.7586206897,0,0,0,0,0
52561,0,0.2413793103,0.7586206897,0,0,0,0,0
52562,0,0.2413793103,0.7586206897,0,0,0,0,0
52563,0,0.2413793103,0.7586206897,0,0,0,0,0
52564,0,0.2413793103,0.7586206897,0,0,0,0,0
52565,0,0.2413793103,0.7586206897,0,0,0,0,0
52566,0,0.2413793103,0.7586206897,0,0,0,0,0
52567,0,0.2413793103,0.7586206897,0,0,0,0,0
52569,0,0.2413793103,0.7586206897,0,0,0,0,0
52571,0,0.2413793103,0.7586206897,0,0,0,0,0
52572,0,0.2413793103,0.7586206897,0,0,0,0,0
52573,0,0.2413793103,0.7586206897,0,0,0,0,0
52579,0,0.2413793103,0.7586206897,0,0,0,0,0
5258,0,0,0,1,0,0,0,0
5259,0,0,0.1025641026,0.8974358974,0,0,0,0
52661,0,0.2413793103,0.7586206897,0,0,0,0,0
52662,0,0.2413793103,0.7586206897,0,0,0,0,0
52663,0,0.2413793103,0.7586206897,0,0,0,0,0
52669,0,0.2413793103,0.7586206897,0,0,0,0,0
5269,0,0,0,1,0,0,0,0
5280,0,0,0.5384615385,0.4615384615,0,0,0,0
52800,0,0,1,0,0,0,0,0
52801,0,0,0,0,1,0,0,0
52802,0,0,0,0,1,0,0,0
52809,0,0,1,0,0,0,0,0
5282,0,0,0.5384615385,0.4615384615,0,0,0,0
5283,0,0,1,0,0,0,0,0
5285,0,0,0.5,0.5,0,0,0,0
52871,0,0,1,0,0,0,0,0
52872,0,0,1,0,0,0,0,0
52879,0,0,1,0,0,0,0,0
5289,0,0,0.2,0.8,0,0,0,0
5296,0,0,0,1,0,0,0,0
5301,0,0,0.75,0.25,0,0,0,0
53010,0,0,0.75,0.25,0,0,0,0
53011,0,0,0.75,0.25,0,0,0,0
53012,0,0,0.75,0.25,0,0,0,0
53013,0,0,0.75,0.25,0,0,0,0
53019,0,0,0.75,0.25,0,0,0,0
53020,1,0,0,0,0,0,0,0
53021,1,0,0,0,0,0,0,0
5305,1,0,0,0,0,0,0,0
53081,0,0,0.75,0.25,0,0,0,0
53085,1,0,0,0,0,0,0,0
53086,0,0,0,0,1,0,0,0
53087,1,0,0,0,0,0,0,0
53100,0.5454545455,0,0.1818181818,0.2727272727,0,0,0,0
53140,0.5454545455,0,0.1818181818,0.2727272727,0,0,0,0
53190,0,0,1,0,0,0,0,0
53240,0.5454545455,0,0.1818181818,0.2727272727,0,0,0,0
5339,0.5454545455,0,0.1818181818,0.2727272727,0,0,0,0
53390,0.5454545455,0,0.1818181818,0.2727272727,0,0,0,0
53500,0.4655172414,0,0.5344827586,0,0,0,0,0
53510,0,0,1,0,0,0,0,0
5353,0,0,0,0,0,0,1,0
53530,0,0,0,0,0,0,1,0
53531,0,0,0,0,0,0,1,0
53540,0.5,0,0.25,0.25,0,0,0,0
53550,0.4655172414,0,0.5344827586,0,0,0,0,0
53570,0.5,0,0.25,0.25,0,0,0,0
53571,0.5,0,0.25,0.25,0,0,0,0
5368,0.0588235294,0,0.9411764706,0,0,0,0,0
5370,0,0,0,1,0,0,0,0
53784,0.0588235294,0,0.9411764706,0,0,0,0,0
538,1,0,0,0,0,0,0,0
53901,0,0,0,0,1,0,0,0
53909,0,0,0,0,1,0,0,0
53981,0,0,0,0,1,0,0,0
53989,0,0,0,0,1,0,0,0
5400,1,0,0,0,0,0,0,0
5401,1,0,0,0,0,0,0,0
5409,1,0,0,0,0,0,0,0
541,1,0,0,0,0,0,0,0
55090,0.1428571429,0,0.2857142857,0.5714285714,0,0,0,0
55220,1,0,0,0,0,0,0,0
5531,0.5,0,0,0.5,0,0,0,0
5539,0,0,0.5,0.5,0,0,0,0
5559,0.5,0,0,0.5,0,0,0,0
55841,0,0.1648351648,0.3736263736,0.4615384615,0,0,0,0
55842,0,0.1648351648,0.3736263736,0.4615384615,0,0,0,0
5589,0,0.1648351648,0.3736263736,0.4615384615,0,0,0,0
5601,0,0,1,0,0,0,0,0
56032,1,0,0,0,0,0,0,0
56039,1,0,0,0,0,0,0,0
56081,1,0,0,0,0,0,0,0
5609,1,0,0,0,0,0,0,0
56210,1,0,0,0,0,0,0,0
56211,1,0,0,0,0,0,0,0
5640,0.3928571429,0,0.3571428571,0.25,0,0,0,0
56400,0.3928571429,0,0.3571428571,0.25,0,0,0,0
56401,0.3928571429,0,0.3571428571,0.25,0,0,0,0
56402,0.3928571429,0,0.3571428571,0.25,0,0,0,0
56409,0.3928571429,0,0.3571428571,0.25,0,0,0,0
5641,0.25,0,0.5,0.25,0,0,0,0
5650,0,0,0.5,0.5,0,0,0,0
5651,0,0,0,1,0,0,0,0
566,1,0,0,0,0,0,0,0
56721,1,0,0,0,0,0,0,0
56722,1,0,0,0,0,0,0,0
56723,1,0,0,0,0,0,0,0
56729,1,0,0,0,0,0,0,0
56731,1,0,0,0,0,0,0,0
56738,1,0,0,0,0,0,0,0
56739,1,0,0,0,0,0,0,0
56781,1,0,0,0,0,0,0,0
56782,1,0,0,0,0,0,0,0
56789,1,0,0,0,0,0,0,0
5691,1,0,0,0,0,0,0,0
5693,0,0,1,0,0,0,0,0
56942,1,0,0,0,0,0,0,0
56943,1,0,0,0,0,0,0,0
56944,1,0,0,0,0,0,0,0
56949,1,0,0,0,0,0,0,0
56971,0,0,0,0,1,0,0,0
56979,0,0,0,0,1,0,0,0
56986,1,0,0,0,0,0,0,0
56987,1,0,0,0,0,0,0,0
56989,0,0,1,0,0,0,0,0
5710,0,0,0,0,0,0,1,0
5712,0,0,0,0,0,0,1,0
5713,0,0,0,0,0,0,1,0
57142,0.5,0,0,0.5,0,0,0,0
5733,0.5,0,0,0.5,0,0,0,0
5735,0.5,0,0,0.5,0,0,0,0
57400,0.6,0,0.2,0.2,0,0,0,0
57410,0.6,0,0.2,0.2,0,0,0,0
57420,0.6,0,0.2,0.2,0,0,0,0
5750,0.6,0,0.2,0.2,0,0,0,0
5751,0.8,0,0.2,0,0,0,0,0
57510,0.8,0,0.2,0,0,0,0,0
57511,0.8,0,0.2,0,0,0,0,0
57512,0.8,0,0.2,0,0,0,0,0
5770,1,0,0,0,0,0,0,0
5771,1,0,0,0,0,0,0,0
5772,1,0,0,0,0,0,0,0
5780,1,0,0,0,0,0,0,0
5781,0.4,0,0,0.6,0,0,0,0
5789,1,0,0,0,0,0,0,0
5798,0,0,0.3333333333,0.6666666667,0,0,0,0
5851,0.9411764706,0,0.0588235294,0,0,0,0,0
5852,0.9411764706,0,0.0588235294,0,0,0,0,0
5853,0.9411764706,0,0.0588235294,0,0,0,0,0
5854,0.9411764706,0,0.0588235294,0,0,0,0,0
5855,0.9411764706,0,0.0588235294,0,0,0,0,0
5856,0.9411764706,0,0.0588235294,0,0,0,0,0
5859,0.9411764706,0,0.0588235294,0,0,0,0,0
586,0.6666666667,0,0.3333333333,0,0,0,0,0
58881,0.6666666667,0,0.3333333333,0,0,0,0,0
58889,0.6666666667,0,0.3333333333,0,0,0,0,0
5889,0.6666666667,0,0.3333333333,0,0,0,0,0
59010,0,1,0,0,0,0,0,0
59080,0,0.6666666667,0,0.3333333333,0,0,0,0
5920,0.9411764706,0,0.0588235294,0,0,0,0,0
5921,0.9411764706,0,0.0588235294,0,0,0,0,0
5929,0.9411764706,0,0.0588235294,0,0,0,0,0
5939,0,0,1,0,0,0,0,0
5941,0.9411764706,0,0.0588235294,0,0,0,0,0
5942,0,0,1,0,0,0,0,0
5950,0,0.2417582418,0.2967032967,0.4615384615,0,0,0,0
5959,0,0.2417582418,0.2967032967,0.4615384615,0,0,0,0
59681,0,0,0,0,1,0,0,0
59682,0,0,0,0,1,0,0,0
59683,0,0,0,0,1,0,0,0
59689,0.9411764706,0,0.0588235294,0,0,0,0,0
59780,0.1538461538,0,0.1538461538,0.6923076923,0,0,0,0
59789,0,0,0,1,0,0,0,0
5990,0,0.2417582418,0.2967032967,0.4615384615,0,0,0,0
59960,0.1538461538,0,0.1538461538,0.6923076923,0,0,0,0
59969,0.1538461538,0,0.1538461538,0.6923076923,0,0,0,0
5997,0.6,0,0.4,0,0,0,0,0
59970,0.6,0,0.4,0,0,0,0,0
59971,0.6,0,0.4,0,0,0,0,0
59972,0.6,0,0.4,0,0,0,0,0
600,0,0,1,0,0,0,0,0
60000,0,0,1,0,0,0,0,0
60001,0,0,1,0,0,0,0,0
60010,0,0,1,0,0,0,0,0
60011,0,0,1,0,0,0,0,0
60020,0,0,1,0,0,0,0,0
60021,0,0,1,0,0,0,0,0
60090,0,0,1,0,0,0,0,0
60091,0,0,1,0,0,0,0,0
6023,0.3333333333,0,0,0.6666666667,0,0,0,0
6030,0,0,0,1,0,0,0,0
60490,0,0,0.3333333333,0.6666666667,0,0,0,0
605,0,0,1,0,0,0,0,0
6071,0,0,0.2,0.8,0,0,0,0
60785,0.3333333333,0,0,0.6666666667,0,0,0,0
60789,0,0,0.5,0.5,0,0,0,0
6082,0.3333333333,0,0,0.6666666667,0,0,0,0
60820,1,0,0,0,0,0,0,0
60821,0.3333333333,0,0,0.6666666667,0,0,0,0
60822,0.3333333333,0,0,0.6666666667,0,0,0,0
60823,1,0,0,0,0,0,0,0
60824,0.3333333333,0,0,0.6666666667,0,0,0,0
6084,0,0,0,1,0,0,0,0
60882,0.3333333333,0,0,0.6666666667,0,0,0,0
60887,0.3333333333,0,0,0.6666666667,0,0,0,0
6089,0,0,0,1,0,0,0,0
6108,0,0,0,1,0,0,0,0
6110,0,0,0,1,0,0,0,0
6111,0,0,0,1,0,0,0,0
61171,0,0,1,0,0,0,0,0
61172,0,0,0,1,0,0,0,0
6118,0,0,0,1,0,0,0,0
61181,0,0,1,0,0,0,0,0
61182,0,0,1,0,0,0,0,0
61183,0,0,1,0,0,0,0,0
61189,0,0,1,0,0,0,0,0
6120,0,0,1,0,0,0,0,0
6121,0,0,1,0,0,0,0,0
6142,0,0.5,0.5,0,0,0,0,0
6143,0,0.5,0.5,0,0,0,0,0
6149,0,0.5,0.5,0,0,0,0,0
6159,0,0.5,0.5,0,0,0,0,0
6160,0,0,0.3846153846,0.6153846154,0,0,0,0
61610,0,0,0.3846153846,0.6153846154,0,0,0,0
6162,0,0,1,0,0,0,0,0
6168,0,0,0.3846153846,0.6153846154,0,0,0,0
61681,0,0.5,0.5,0,0,0,0,0
61689,0,0.5,0.5,0,0,0,0,0
61800,0.3333333333,0,0.6666666667,0,0,0,0,0
61801,0.3333333333,0,0.6666666667,0,0,0,0,0
61802,0.3333333333,0,0.6666666667,0,0,0,0,0
61803,0.3333333333,0,0.6666666667,0,0,0,0,0
61804,0.3333333333,0,0.6666666667,0,0,0,0,0
61805,0.3333333333,0,0.6666666667,0,0,0,0,0
61809,0.3333333333,0,0.6666666667,0,0,0,0,0
61881,0.3333333333,0,0.6666666667,0,0,0,0,0
61882,0.3333333333,0,0.6666666667,0,0,0,0,0
61883,0.3333333333,0,0.6666666667,0,0,0,0,0
61884,0.3333333333,0,0.6666666667,0,0,0,0,0
61889,0.3333333333,0,0.6666666667,0,0,0,0,0
6202,0.25,0,0.5,0.25,0,0,0,0
62130,0,0,0.1333333333,0.8666666667,0,0,0,0
62131,0,0,0.1333333333,0.8666666667,0,0,0,0
62132,0,0,0.1333333333,0.8666666667,0,0,0,0
62133,0,0,0.1333333333,0.8666666667,0,0,0,0
62134,0,0,0.1333333333,0.8666666667,0,0,0,0
62135,0,0,0.1333333333,0.8666666667,0,0,0,0
62210,0,0,0.1333333333,0.8666666667,0,0,0,0
62211,0,0,0.1333333333,0.8666666667,0,0,0,0
62212,0,0,0.1333333333,0.8666666667,0,0,0,0
6235,0,0,0,1,0,0,0,0
6238,0,0,0.1333333333,0.8666666667,0,0,0,0
62401,0,0,0.1333333333,0.8666666667,0,0,0,0
62402,0,0,0.1333333333,0.8666666667,0,0,0,0
62409,0,0,0.1333333333,0.8666666667,0,0,0,0
6252,0.3333333333,0,0.6666666667,0,0,0,0,0
6253,0.3333333333,0,0.1111111111,0.5555555556,0,0,0,0
6254,0,0,0.5,0.5,0,0,0,0
62570,0.3333333333,0,0.6666666667,0,0,0,0,0
62571,0,0.5,0.5,0,0,0,0,0
62579,0.3333333333,0,0.6666666667,0,0,0,0,0
6258,0,0,0,1,0,0,0,0
6259,0,0,0,1,0,0,0,0
6261,0,0,1,0,0,0,0,0
6262,0,0,0,1,0,0,0,0
6264,0.2,0,0,0.8,0,0,0,0
6268,0.0769230769,0,0.3076923077,0.6153846154,0,0,0,0
6269,0.0769230769,0,0.3076923077,0.6153846154,0,0,0,0
6271,0,0,0,1,0,0,0,0
6288,0,0,0,1,0,0,0,0
62920,0,0,0.1333333333,0.8666666667,0,0,0,0
62921,0,0,0.1333333333,0.8666666667,0,0,0,0
62922,0,0,0.1333333333,0.8666666667,0,0,0,0
62923,0,0,0.1333333333,0.8666666667,0,0,0,0
62929,0,0,0.1333333333,0.8666666667,0,0,0,0
62931,0,0,0,0,1,0,0,0
62932,0,0,0,0,1,0,0,0
62981,0,0,0.1333333333,0.8666666667,0,0,0,0
62989,0,0,0.1333333333,0.8666666667,0,0,0,0
6310,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
6318,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
632,0.3333333333,0,0.6666666667,0,0,0,0,0
63300,1,0,0,0,0,0,0,0
63301,0.5,0,0.5,0,0,0,0,0
6331,0.5,0,0.5,0,0,0,0,0
63310,1,0,0,0,0,0,0,0
63311,1,0,0,0,0,0,0,0
63320,0.5,0,0.5,0,0,0,0,0
63321,0.5,0,0.5,0,0,0,0,0
6338,0.5,0,0.5,0,0,0,0,0
63380,0.5,0,0.5,0,0,0,0,0
63381,0.5,0,0.5,0,0,0,0,0
6339,0.5,0,0.5,0,0,0,0,0
63390,1,0,0,0,0,0,0,0
63391,0.5,0,0.5,0,0,0,0,0
63490,0.6666666667,0,0.3333333333,0,0,0,0,0
63491,0.6666666667,0,0.3333333333,0,0,0,0,0
63492,0.6666666667,0,0.3333333333,0,0,0,0,0
6359,0,0,0,1,0,0,0,0
63790,1,0,0,0,0,0,0,0
63791,1,0,0,0,0,0,0,0
6390,1,0,0,0,0,0,0,0
64000,0.3333333333,0,0.6666666667,0,0,0,0,0
64003,0.3333333333,0,0.6666666667,0,0,0,0,0
64093,0.3333333333,0,0.6666666667,0,0,0,0,0
64183,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64193,0.3333333333,0,0.6666666667,0,0,0,0,0
64303,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64313,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64390,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64403,1,0,0,0,0,0,0,0
64410,0.6666666667,0,0.3333333333,0,0,0,0,0
64413,0.6666666667,0,0.3333333333,0,0,0,0,0
6483,0,0,0,0,0,0,0,1
64830,0,0,0,0,0,0,0,1
64831,0,0,0,0,0,0,0,1
64832,0,0,0,0,0,0,0,1
64833,0,0,0,0,0,0,0,1
64834,0,0,0,0,0,0,0,1
6484,0,0,0,0,0,1,0,0
64840,0,0,0,0,0,1,0,0
64841,0,0,0,0,0,1,0,0
64842,0,0,0,0,0,1,0,0
64843,0,0,0,0,0,1,0,0
64844,0,0,0,0,0,1,0,0
64893,0,0,0,1,0,0,0,0
64900,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64901,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64902,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64903,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64904,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64910,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64911,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64912,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64913,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64914,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64920,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64921,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64922,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64923,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64924,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64930,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64931,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64932,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64933,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64934,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64940,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64941,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64942,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64943,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64944,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64950,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64951,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64953,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64960,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64961,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64962,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64963,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64964,0.1818181818,0,0.0909090909,0.7272727273,0,0,0,0
64970,1,0,0,0,0,0,0,0
64971,1,0,0,0,0,0,0,0
64973,1,0,0,0,0,0,0,0
64981,1,0,0,0,0,0,0,0
64982,1,0,0,0,0,0,0,0
65170,0.0526315789,0,0.3684210526,0.5789473684,0,0,0,0
65171,0.0526315789,0,0.3684210526,0.5789473684,0,0,0,0
65173,0.0526315789,0,0.3684210526,0.5789473684,0,0,0,0
6555,0,0,0,0,0,0,0,1
65550,0,0,0,0,0,0,0,1
65551,0,0,0,0,0,0,0,1
65553,0,0,0,0,0,0,0,1
65813,1,0,0,0,0,0,0,0
6622,0,0,0,1,0,0,0,0
66460,1,0,0,0,0,0,0,0
66461,1,0,0,0,0,0,0,0
66464,1,0,0,0,0,0,0,0
67010,1,0,0,0,0,0,0,0
67012,1,0,0,0,0,0,0,0
67014,1,0,0,0,0,0,0,0
67020,1,0,0,0,0,0,0,0
67022,1,0,0,0,0,0,0,0
67024,1,0,0,0,0,0,0,0
67030,1,0,0,0,0,0,0,0
67032,1,0,0,0,0,0,0,0
67034,1,0,0,0,0,0,0,0
67080,1,0,0,0,0,0,0,0
67082,1,0,0,0,0,0,0,0
67084,1,0,0,0,0,0,0,0
67450,1,0,0,0,0,0,0,0
67451,1,0,0,0,0,0,0,0
67452,1,0,0,0,0,0,0,0
67453,1,0,0,0,0,0,0,0
67454,1,0,0,0,0,0,0,0
67800,1,0,0,0,0,0,0,0
67801,1,0,0,0,0,0,0,0
67803,1,0,0,0,0,0,0,0
67810,1,0,0,0,0,0,0,0
67811,1,0,0,0,0,0,0,0
67813,1,0,0,0,0,0,0,0
67900,1,0,0,0,0,0,0,0
67901,1,0,0,0,0,0,0,0
67902,1,0,0,0,0,0,0,0
67903,1,0,0,0,0,0,0,0
67904,1,0,0,0,0,0,0,0
67910,1,0,0,0,0,0,0,0
67911,1,0,0,0,0,0,0,0
67912,1,0,0,0,0,0,0,0
67913,1,0,0,0,0,0,0,0
67914,1,0,0,0,0,0,0,0
6806,0.3333333333,0,0.6666666667,0,0,0,0,0
6808,0,0,0,1,0,0,0,0
6809,0.3333333333,0,0.6666666667,0,0,0,0,0
68100,0,0.3571428571,0.6428571429,0,0,0,0,0
68102,0,0.3571428571,0.6428571429,0,0,0,0,0
68110,0,0.3571428571,0.6428571429,0,0,0,0,0
68111,0,0.3571428571,0.6428571429,0,0,0,0,0
682,0,0.338028169,0.661971831,0,0,0,0,0
6820,0,0.338028169,0.661971831,0,0,0,0,0
6821,0,0.338028169,0.661971831,0,0,0,0,0
6822,0,0.338028169,0.661971831,0,0,0,0,0
6823,0,0.338028169,0.661971831,0,0,0,0,0
6824,0,0.338028169,0.661971831,0,0,0,0,0
6825,0,0.338028169,0.661971831,0,0,0,0,0
6826,0,0.338028169,0.661971831,0,0,0,0,0
6827,0,0.338028169,0.661971831,0,0,0,0,0
6828,0,0.338028169,0.661971831,0,0,0,0,0
6829,0,0.338028169,0.661971831,0,0,0,0,0
684,0,0.338028169,0.661971831,0,0,0,0,0
6850,0,0,1,0,0,0,0,0
6851,0,0,1,0,0,0,0,0
6860,0,0,0,1,0,0,0,0
68600,0,0,0,1,0,0,0,0
68601,0,0,0,1,0,0,0,0
68609,0,0,0,1,0,0,0,0
6869,0,0.338028169,0.661971831,0,0,0,0,0
69010,0,0,0,1,0,0,0,0
6910,0,0,0.6666666667,0.3333333333,0,0,0,0
6918,0.0350877193,0,0.2105263158,0.7543859649,0,0,0,0
6926,0.0350877193,0,0.2105263158,0.7543859649,0,0,0,0
69271,0,0,0,1,0,0,0,0
69276,0,0,1,0,0,0,0,0
69277,0,0,1,0,0,0,0,0
69284,0.5,0,0.5,0,0,0,0,0
6929,0.0350877193,0,0.2105263158,0.7543859649,0,0,0,0
6930,0,0,0,1,0,0,0,0
6931,0,0,0,1,0,0,0,0
69510,0,0,1,0,0,0,0,0
69511,0,0,1,0,0,0,0,0
69512,0,0,1,0,0,0,0,0
69513,1,0,0,0,0,0,0,0
69514,1,0,0,0,0,0,0,0
69515,1,0,0,0,0,0,0,0
69519,0,0,1,0,0,0,0,0
69550,0,0,1,0,0,0,0,0
69551,0,0,1,0,0,0,0,0
69552,0,0,1,0,0,0,0,0
69553,0,0,1,0,0,0,0,0
69554,0,0,1,0,0,0,0,0
69555,0,0,1,0,0,0,0,0
69556,0,0,1,0,0,0,0,0
69557,0,0,1,0,0,0,0,0
69558,0,0,1,0,0,0,0,0
69559,0,0,1,0,0,0,0,0
6961,0,0,0,1,0,0,0,0
6963,0,0,1,0,0,0,0,0
6981,0,0,0,1,0,0,0,0
6988,0,0,0,1,0,0,0,0
6989,0,0,0,1,0,0,0,0
7030,0,0,0.1666666667,0.8333333333,0,0,0,0
70401,0,0,1,0,0,0,0,0
70441,0.0350877193,0,0.2105263158,0.7543859649,0,0,0,0
70442,0.0350877193,0,0.2105263158,0.7543859649,0,0,0,0
7048,0,0,1,0,0,0,0,0
7051,0,0,0,1,0,0,0,0
70521,0.0350877193,0,0.2105263158,0.7543859649,0,0,0,0
70522,0.0350877193,0,0.2105263158,0.7543859649,0,0,0,0
70589,0,0,0,1,0,0,0,0
7061,0,0,1,0,0,0,0,0
7062,0,0,0.1818181818,0.8181818182,0,0,0,0
7063,0,0,0,1,0,0,0,0
7069,0,0,1,0,0,0,0,0
7070,0,0,1,0,0,0,0,0
70700,0,0,1,0,0,0,0,0
70701,0,0,1,0,0,0,0,0
70702,0,0,1,0,0,0,0,0
70703,0,0,1,0,0,0,0,0
70704,0,0,1,0,0,0,0,0
70705,0,0,1,0,0,0,0,0
70706,0,0,1,0,0,0,0,0
70707,0,0,1,0,0,0,0,0
70709,0,0,1,0,0,0,0,0
7071,0,0.1666666667,0.3333333333,0.5,0,0,0,0
70720,0,0,1,0,0,0,0,0
70721,0,0,1,0,0,0,0,0
70722,0,0,1,0,0,0,0,0
70723,0,0,1,0,0,0,0,0
70724,0,0,1,0,0,0,0,0
70725,0,0,1,0,0,0,0,0
7079,0,0.1666666667,0.3333333333,0.5,0,0,0,0
7080,0.5,0,0.5,0,0,0,0,0
7083,0,0,0,1,0,0,0,0
7088,0,0,0,1,0,0,0,0
7089,0,0,0.125,0.875,0,0,0,0
7092,0,0,0,1,0,0,0,0
7094,0,0,0,1,0,0,0,0
7098,0,0,1,0,0,0,0,0
7099,0,0,0.1666666667,0.8333333333,0,0,0,0
71590,0.09375,0,0.15625,0.75,0,0,0,0
71596,0.09375,0,0.15625,0.75,0,0,0,0
71598,0,0,0,1,0,0,0,0
71690,0.09375,0,0.15625,0.75,0,0,0,0
71695,0,0,1,0,0,0,0,0
71696,0,0,1,0,0,0,0,0
71697,0.09375,0,0.15625,0.75,0,0,0,0
7179,0,0,0.5,0.5,0,0,0,0
71840,0,0,0,1,0,0,0,0
71870,0.1666666667,0,0.1666666667,0.6666666667,0,0,0,0
71871,0.1666666667,0,0.1666666667,0.6666666667,0,0,0,0
71872,0.1666666667,0,0.1666666667,0.6666666667,0,0,0,0
71873,0.1666666667,0,0.1666666667,0.6666666667,0,0,0,0
71874,0.1666666667,0,0.1666666667,0.6666666667,0,0,0,0
71875,0.1666666667,0,0.1666666667,0.6666666667,0,0,0,0
71876,0.1666666667,0,0.1666666667,0.6666666667,0,0,0,0
71877,0.1666666667,0,0.1666666667,0.6666666667,0,0,0,0
71878,0.1666666667,0,0.1666666667,0.6666666667,0,0,0,0
71879,0.1666666667,0,0.1666666667,0.6666666667,0,0,0,0
71906,0.1666666667,0,0.1666666667,0.6666666667,0,0,0,0
71907,0,0,0,1,0,0,0,0
71940,0.09375,0,0.15625,0.75,0,0,0,0
71941,0.09375,0,0.15625,0.75,0,0,0,0
71942,0,0,0.5,0.5,0,0,0,0
71943,0.09375,0,0.15625,0.75,0,0,0,0
71944,0,0,0,1,0,0,0,0
71945,0,0,0,1,0,0,0,0
71946,0.09375,0,0.15625,0.75,0,0,0,0
71947,0,0,0.3333333333,0.6666666667,0,0,0,0
71949,0,0,0.3333333333,0.6666666667,0,0,0,0
7197,0.1666666667,0,0.1666666667,0.6666666667,0,0,0,0
71996,0,0,0,1,0,0,0,0
7210,0.0625,0,0,0.9375,0,0,0,0
7213,0.6666666667,0,0.3333333333,0,0,0,0,0
72190,0.1111111111,0,0.1527777778,0.7361111111,0,0,0,0
72210,0.6666666667,0,0.3333333333,0,0,0,0,0
7231,0.0625,0,0,0.9375,0,0,0,0
7234,0,0,0,1,0,0,0,0
7235,0.0625,0,0,0.9375,0,0,0,0
72403,0.6666666667,0,0.3333333333,0,0,0,0,0
7241,0.6666666667,0,0.3333333333,0,0,0,0,0
7242,0.1111111111,0,0.1527777778,0.7361111111,0,0,0,0
7243,0.6666666667,0,0.3333333333,0,0,0,0,0
7244,0,0,0,1,0,0,0,0
7245,0.1111111111,0,0.1527777778,0.7361111111,0,0,0,0
7248,0.1111111111,0,0.1527777778,0.7361111111,0,0,0,0
72613,0.3333333333,0,0,0.6666666667,0,0,0,0
7265,0,0,1,0,0,0,0,0
72664,0,0,1,0,0,0,0,0
72679,0,0,0,1,0,0,0,0
72690,0,0,0,1,0,0,0,0
72691,0,0,0,1,0,0,0,0
72705,0,0,0,1,0,0,0,0
72709,0,0,0,1,0,0,0,0
72743,0,0,0.5,0.5,0,0,0,0
72885,0.3333333333,0,0,0.6666666667,0,0,0,0
72887,0.3333333333,0,0,0.6666666667,0,0,0,0
72888,0.3333333333,0,0,0.6666666667,0,0,0,0
7291,0.1153846154,0,0.2564102564,0.6282051282,0,0,0,0
7293,0,0,0,1,0,0,0,0
7295,0.125,0,0.1666666667,0.7083333333,0,0,0,0
7296,0,0,0,1,0,0,0,0
72971,0.3333333333,0,0,0.6666666667,0,0,0,0
72972,0.3333333333,0,0,0.6666666667,0,0,0,0
72973,0.3333333333,0,0,0.6666666667,0,0,0,0
