icd10,edcnnpa,edcnpa,epct,noner,injury,psych,alcohol,drug
S37019A,0,0,0,0,1,0,0,0
S37019D,0,0,1,0,0,0,0,0
S37019S,0,0,0,0,1,0,0,0
S37021A,0,0,0,0,1,0,0,0
S37021D,0,0,1,0,0,0,0,0
S37021S,0,0,0,0,1,0,0,0
S37022A,0,0,0,0,1,0,0,0
S37022D,0,0,1,0,0,0,0,0
S37022S,0,0,0,0,1,0,0,0
S37029A,0,0,0,0,1,0,0,0
S37029D,0,0,1,0,0,0,0,0
S37029S,0,0,0,0,1,0,0,0
S37031A,0,0,0,0,1,0,0,0
S37031D,0,0,1,0,0,0,0,0
S37031S,0,0,0,0,1,0,0,0
S37032A,0,0,0,0,1,0,0,0
S37032D,0,0,1,0,0,0,0,0
S37032S,0,0,0,0,1,0,0,0
S37039A,0,0,0,0,1,0,0,0
S37039D,0,0,1,0,0,0,0,0
S37039S,0,0,0,0,1,0,0,0
S37041A,0,0,0,0,1,0,0,0
S37041D,0,0,1,0,0,0,0,0
S37041S,0,0,0,0,1,0,0,0
S37042A,0,0,0,0,1,0,0,0
S37042D,0,0,1,0,0,0,0,0
S37042S,0,0,0,0,1,0,0,0
S37049A,0,0,0,0,1,0,0,0
S37049D,0,0,1,0,0,0,0,0
S37049S,0,0,0,0,1,0,0,0
S37051A,0,0,0,0,1,0,0,0
S37051D,0,0,1,0,0,0,0,0
S37051S,0,0,0,0,1,0,0,0
S37052A,0,0,0,0,1,0,0,0
S37052D,0,0,1,0,0,0,0,0
S37052S,0,0,0,0,1,0,0,0
S37059A,0,0,0,0,1,0,0,0
S37059D,0,0,1,0,0,0,0,0
S37059S,0,0,0,0,1,0,0,0
S37061A,0,0,0,0,1,0,0,0
S37061D,0,0,1,0,0,0,0,0
S37061S,0,0,0,0,1,0,0,0
S37062A,0,0,0,0,1,0,0,0
S37062D,0,0,1,0,0,0,0,0
S37062S,0,0,0,0,1,0,0,0
S37069A,0,0,0,0,1,0,0,0
S37069D,0,0,1,0,0,0,0,0
S37069S,0,0,0,0,1,0,0,0
S37091A,0,0,0,0,1,0,0,0
S37091D,0,0,1,0,0,0,0,0
S37091S,0,0,0,0,1,0,0,0
S37092A,0,0,0,0,1,0,0,0
S37092D,0,0,1,0,0,0,0,0
S37092S,0,0,0,0,1,0,0,0
S37099A,0,0,0,0,1,0,0,0
S37099D,0,0,1,0,0,0,0,0
S37099S,0,0,0,0,1,0,0,0
S3710XA,0,0,0,0,1,0,0,0
S3710XD,0,0,1,0,0,0,0,0
S3710XS,0,0,0,0,1,0,0,0
S3712XA,0,0,0,0,1,0,0,0
S3712XD,0,0,1,0,0,0,0,0
S3712XS,0,0,0,0,1,0,0,0
S3713XA,0,0,0,0,1,0,0,0
S3713XD,0,0,1,0,0,0,0,0
S3713XS,0,0,0,0,1,0,0,0
S3719XA,0,0,0,0,1,0,0,0
S3719XD,0,0,1,0,0,0,0,0
S3719XS,0,0,0,0,1,0,0,0
S3720XA,0,0,0,0,1,0,0,0
S3720XD,0,0,1,0,0,0,0,0
S3720XS,0,0,0,0,1,0,0,0
S3722XA,0,0,0,0,1,0,0,0
S3722XD,0,0,1,0,0,0,0,0
S3722XS,0,0,0,0,1,0,0,0
S3723XA,0,0,0,0,1,0,0,0
S3723XD,0,0,1,0,0,0,0,0
S3723XS,0,0,0,0,1,0,0,0
S3729XA,0,0,0,0,1,0,0,0
S3729XD,0,0,1,0,0,0,0,0
S3729XS,0,0,0,0,1,0,0,0
S3730XA,0,0,0,0,1,0,0,0
S3730XD,0,0,1,0,0,0,0,0
S3730XS,0,0,0,0,1,0,0,0
S3732XA,0,0,0,0,1,0,0,0
S3732XD,0,0,1,0,0,0,0,0
S3732XS,0,0,0,0,1,0,0,0
S3733XA,0,0,0,0,1,0,0,0
S3733XD,0,0,1,0,0,0,0,0
S3733XS,0,0,0,0,1,0,0,0
S3739XA,0,0,0,0,1,0,0,0
S3739XD,0,0,1,0,0,0,0,0
S3739XS,0,0,0,0,1,0,0,0
S37401A,0,0,0,0,1,0,0,0
S37401D,0,0,1,0,0,0,0,0
S37401S,0,0,0,0,1,0,0,0
S37402A,0,0,0,0,1,0,0,0
S37402D,0,0,1,0,0,0,0,0
S37402S,0,0,0,0,1,0,0,0
S37409A,0,0,0,0,1,0,0,0
S37409D,0,0,1,0,0,0,0,0
S37409S,0,0,0,0,1,0,0,0
S37421A,0,0,0,0,1,0,0,0
S37421D,0,0,1,0,0,0,0,0
S37421S,0,0,0,0,1,0,0,0
S37422A,0,0,0,0,1,0,0,0
S37422D,0,0,1,0,0,0,0,0
S37422S,0,0,0,0,1,0,0,0
S37429A,0,0,0,0,1,0,0,0
S37429D,0,0,1,0,0,0,0,0
S37429S,0,0,0,0,1,0,0,0
S37431A,0,0,0,0,1,0,0,0
S37431D,0,0,1,0,0,0,0,0
S37431S,0,0,0,0,1,0,0,0
S37432A,0,0,0,0,1,0,0,0
S37432D,0,0,1,0,0,0,0,0
S37432S,0,0,0,0,1,0,0,0
S37439A,0,0,0,0,1,0,0,0
S37439D,0,0,1,0,0,0,0,0
S37439S,0,0,0,0,1,0,0,0
S37491A,0,0,0,0,1,0,0,0
S37491D,0,0,1,0,0,0,0,0
S37491S,0,0,0,0,1,0,0,0
S37492A,0,0,0,0,1,0,0,0
S37492D,0,0,1,0,0,0,0,0
S37492S,0,0,0,0,1,0,0,0
S37499A,0,0,0,0,1,0,0,0
S37499D,0,0,1,0,0,0,0,0
S37499S,0,0,0,0,1,0,0,0
S37501A,0,0,0,0,1,0,0,0
S37501D,0,0,1,0,0,0,0,0
S37501S,0,0,0,0,1,0,0,0
S37502A,0,0,0,0,1,0,0,0
S37502D,0,0,1,0,0,0,0,0
S37502S,0,0,0,0,1,0,0,0
S37509A,0,0,0,0,1,0,0,0
S37509D,0,0,1,0,0,0,0,0
S37509S,0,0,0,0,1,0,0,0
S37511A,0,0,0,0,1,0,0,0
S37511D,0,0,1,0,0,0,0,0
S37511S,0,0,0,0,1,0,0,0
S37512A,0,0,0,0,1,0,0,0
S37512D,0,0,1,0,0,0,0,0
S37512S,0,0,0,0,1,0,0,0
S37519A,0,0,0,0,1,0,0,0
S37519D,0,0,1,0,0,0,0,0
S37519S,0,0,0,0,1,0,0,0
S37521A,0,0,0,0,1,0,0,0
S37521D,0,0,1,0,0,0,0,0
S37521S,0,0,0,0,1,0,0,0
S37522A,0,0,0,0,1,0,0,0
S37522D,0,0,1,0,0,0,0,0
S37522S,0,0,0,0,1,0,0,0
S37529A,0,0,0,0,1,0,0,0
S37529D,0,0,1,0,0,0,0,0
S37529S,0,0,0,0,1,0,0,0
S37531A,0,0,0,0,1,0,0,0
S37531D,0,0,1,0,0,0,0,0
S37531S,0,0,0,0,1,0,0,0
S37532A,0,0,0,0,1,0,0,0
S37532D,0,0,1,0,0,0,0,0
S37532S,0,0,0,0,1,0,0,0
S37539A,0,0,0,0,1,0,0,0
S37539D,0,0,1,0,0,0,0,0
S37539S,0,0,0,0,1,0,0,0
S37591A,0,0,0,0,1,0,0,0
S37591D,0,0,1,0,0,0,0,0
S37591S,0,0,0,0,1,0,0,0
S37592A,0,0,0,0,1,0,0,0
S37592D,0,0,1,0,0,0,0,0
S37592S,0,0,0,0,1,0,0,0
S37599A,0,0,0,0,1,0,0,0
S37599D,0,0,1,0,0,0,0,0
S37599S,0,0,0,0,1,0,0,0
S3760XA,0,0,0,0,1,0,0,0
S3760XD,0,0,1,0,0,0,0,0
S3760XS,0,0,0,0,1,0,0,0
S3762XA,0,0,0,0,1,0,0,0
S3762XD,0,0,1,0,0,0,0,0
S3762XS,0,0,0,0,1,0,0,0
S3763XA,0,0,0,0,1,0,0,0
S3763XD,0,0,1,0,0,0,0,0
S3763XS,0,0,0,0,1,0,0,0
S3769XA,0,0,0,0,1,0,0,0
S3769XD,0,0,1,0,0,0,0,0
S3769XS,0,0,0,0,1,0,0,0
S37812A,0,0,0,0,1,0,0,0
S37812D,0,0,1,0,0,0,0,0
S37812S,0,0,0,0,1,0,0,0
S37813A,0,0,0,0,1,0,0,0
S37813D,0,0,1,0,0,0,0,0
S37813S,0,0,0,0,1,0,0,0
S37818A,0,0,0,0,1,0,0,0
S37818D,0,0,1,0,0,0,0,0
S37818S,0,0,0,0,1,0,0,0
S37819A,0,0,0,0,1,0,0,0
S37819D,0,0,1,0,0,0,0,0
S37819S,0,0,0,0,1,0,0,0
S37822A,0,0,0,0,1,0,0,0
S37822D,0,0,1,0,0,0,0,0
S37822S,0,0,0,0,1,0,0,0
S37823A,0,0,0,0,1,0,0,0
S37823D,0,0,1,0,0,0,0,0
S37823S,0,0,0,0,1,0,0,0
S37828A,0,0,0,0,1,0,0,0
S37828D,0,0,1,0,0,0,0,0
S37828S,0,0,0,0,1,0,0,0
S37829A,0,0,0,0,1,0,0,0
S37829D,0,0,1,0,0,0,0,0
S37829S,0,0,0,0,1,0,0,0
S37892A,0,0,0,0,1,0,0,0
S37892D,0,0,1,0,0,0,0,0
S37892S,0,0,0,0,1,0,0,0
S37893A,0,0,0,0,1,0,0,0
S37893D,0,0,1,0,0,0,0,0
S37893S,0,0,0,0,1,0,0,0
S37898A,0,0,0,0,1,0,0,0
S37898D,0,0,1,0,0,0,0,0
S37898S,0,0,0,0,1,0,0,0
S37899A,0,0,0,0,1,0,0,0
S37899D,0,0,1,0,0,0,0,0
S37899S,0,0,0,0,1,0,0,0
S3790XA,0,0,0,0,1,0,0,0
S3790XD,0,0,1,0,0,0,0,0
S3790XS,0,0,0,0,1,0,0,0
S3792XA,0,0,0,0,1,0,0,0
S3792XD,0,0,1,0,0,0,0,0
S3792XS,0,0,0,0,1,0,0,0
S3793XA,0,0,0,0,1,0,0,0
S3793XD,0,0,1,0,0,0,0,0
S3793XS,0,0,0,0,1,0,0,0
S3799XA,0,0,0,0,1,0,0,0
S3799XD,0,0,1,0,0,0,0,0
S3799XS,0,0,0,0,1,0,0,0
S38001A,0,0,0,0,1,0,0,0
S38001D,0,0,1,0,0,0,0,0
S38001S,0,0,0,0,1,0,0,0
S38002A,0,0,0,0,1,0,0,0
S38002D,0,0,1,0,0,0,0,0
S38002S,0,0,0,0,1,0,0,0
S3801XA,0,0,0,0,1,0,0,0
S3801XD,0,0,1,0,0,0,0,0
S3801XS,0,0,0,0,1,0,0,0
S3802XA,0,0,0,0,1,0,0,0
S3802XD,0,0,1,0,0,0,0,0
S3802XS,0,0,0,0,1,0,0,0
S3803XA,0,0,0,0,1,0,0,0
S3803XD,0,0,1,0,0,0,0,0
S3803XS,0,0,0,0,1,0,0,0
S381XXA,0,0,0,0,1,0,0,0
S381XXD,0,0,1,0,0,0,0,0
S381XXS,0,0,0,0,1,0,0,0
S38211A,0,0,0,0,1,0,0,0
S38211D,0,0,1,0,0,0,0,0
S38211S,0,0,0,0,1,0,0,0
S38212A,0,0,0,0,1,0,0,0
S38212D,0,0,1,0,0,0,0,0
S38212S,0,0,0,0,1,0,0,0
S38221A,0,0,0,0,1,0,0,0
S38221D,0,0,1,0,0,0,0,0
S38221S,0,0,0,0,1,0,0,0
S38222A,0,0,0,0,1,0,0,0
S38222D,0,0,1,0,0,0,0,0
S38222S,0,0,0,0,1,0,0,0
S38231A,0,0,0,0,1,0,0,0
S38231D,0,0,1,0,0,0,0,0
S38231S,0,0,0,0,1,0,0,0
S38232A,0,0,0,0,1,0,0,0
S38232D,0,0,1,0,0,0,0,0
S38232S,0,0,0,0,1,0,0,0
S383XXA,0,0,0,0,1,0,0,0
S383XXD,0,0,1,0,0,0,0,0
S383XXS,0,0,0,0,1,0,0,0
S39001A,0,0,0,0,1,0,0,0
S39001D,0,0,1,0,0,0,0,0
S39001S,0,0,0,0,1,0,0,0
S39002A,0,0,0,0,1,0,0,0
S39002D,0,0,1,0,0,0,0,0
S39002S,0,0,0,0,1,0,0,0
S39003A,0,0,0,0,1,0,0,0
S39003D,0,0,1,0,0,0,0,0
S39003S,0,0,0,0,1,0,0,0
S39011A,0,0,0,0,1,0,0,0
S39011D,0,0,1,0,0,0,0,0
S39011S,0,0,0,0,1,0,0,0
S39012A,0,0,0,0,1,0,0,0
S39012D,0,0,1,0,0,0,0,0
S39012S,0,0,0,0,1,0,0,0
S39013A,0,0,0,0,1,0,0,0
S39013D,0,0,1,0,0,0,0,0
S39013S,0,0,0,0,1,0,0,0
S39021A,0,0,0,0,1,0,0,0
S39021D,0,0,1,0,0,0,0,0
S39021S,0,0,0,0,1,0,0,0
S39022A,0,0,0,0,1,0,0,0
S39022D,0,0,1,0,0,0,0,0
S39022S,0,0,0,0,1,0,0,0
S39023A,0,0,0,0,1,0,0,0
S39023D,0,0,1,0,0,0,0,0
S39023S,0,0,0,0,1,0,0,0
S39091A,0,0,0,0,1,0,0,0
S39091D,0,0,1,0,0,0,0,0
S39091S,0,0,0,0,1,0,0,0
S39092A,0,0,0,0,1,0,0,0
S39092D,0,0,1,0,0,0,0,0
S39092S,0,0,0,0,1,0,0,0
S39093A,0,0,0,0,1,0,0,0
S39093D,0,0,1,0,0,0,0,0
S39093S,0,0,0,0,1,0,0,0
S3981XA,0,0,0,0,1,0,0,0
S3981XD,0,0,1,0,0,0,0,0
S3981XS,0,0,0,0,1,0,0,0
S3982XA,0,0,0,0,1,0,0,0
S3982XD,0,0,1,0,0,0,0,0
S3982XS,0,0,0,0,1,0,0,0
S3983XA,0,0,0,0,1,0,0,0
S3983XD,0,0,1,0,0,0,0,0
S3983XS,0,0,0,0,1,0,0,0
S39840A,0,0,0,0,1,0,0,0
S39840D,0,0,1,0,0,0,0,0
S39840S,0,0,0,0,1,0,0,0
S39848A,0,0,0,0,1,0,0,0
S39848D,0,0,1,0,0,0,0,0
S39848S,0,0,0,0,1,0,0,0
S3991XA,0,0,0,0,1,0,0,0
S3991XD,0,0,1,0,0,0,0,0
S3991XS,0,0,0,0,1,0,0,0
S3992XA,0,0,0,0,1,0,0,0
S3992XD,0,0,1,0,0,0,0,0
S3992XS,0,0,0,0,1,0,0,0
S3993XA,0,0,0,0,1,0,0,0
S3993XD,0,0,1,0,0,0,0,0
S3993XS,0,0,0,0,1,0,0,0
S3994XA,0,0,0,0,1,0,0,0
S3994XD,0,0,1,0,0,0,0,0
S3994XS,0,0,0,0,1,0,0,0
S40011A,0,0,0,0,1,0,0,0
S40011D,0,0,1,0,0,0,0,0
S40011S,0,0,0,0,1,0,0,0
S40012A,0,0,0,0,1,0,0,0
S40012D,0,0,1,0,0,0,0,0
S40012S,0,0,0,0,1,0,0,0
S40019A,0,0,0,0,1,0,0,0
S40019D,0,0,1,0,0,0,0,0
S40019S,0,0,0,0,1,0,0,0
S40021A,0,0,0,0,1,0,0,0
S40021D,0,0,1,0,0,0,0,0
S40021S,0,0,0,0,1,0,0,0
S40022A,0,0,0,0,1,0,0,0
S40022D,0,0,1,0,0,0,0,0
S40022S,0,0,0,0,1,0,0,0
S40029A,0,0,0,0,1,0,0,0
S40029D,0,0,1,0,0,0,0,0
S40029S,0,0,0,0,1,0,0,0
S40211A,0,0,0,0,1,0,0,0
S40211D,0,0,1,0,0,0,0,0
S40211S,0,0,0,0,1,0,0,0
S40212A,0,0,0,0,1,0,0,0
S40212D,0,0,1,0,0,0,0,0
S40212S,0,0,0,0,1,0,0,0
S40219A,0,0,0,0,1,0,0,0
S40219D,0,0,1,0,0,0,0,0
S40219S,0,0,0,0,1,0,0,0
S40221A,0,0,0,0,1,0,0,0
S40221D,0,0,1,0,0,0,0,0
S40221S,0,0,0,0,1,0,0,0
S40222A,0,0,0,0,1,0,0,0
S40222D,0,0,1,0,0,0,0,0
S40222S,0,0,0,0,1,0,0,0
S40229A,0,0,0,0,1,0,0,0
S40229D,0,0,1,0,0,0,0,0
S40229S,0,0,0,0,1,0,0,0
S40241A,0,0,0,0,1,0,0,0
S40241D,0,0,1,0,0,0,0,0
S40241S,0,0,0,0,1,0,0,0
S40242A,0,0,0,0,1,0,0,0
S40242D,0,0,1,0,0,0,0,0
S40242S,0,0,0,0,1,0,0,0
S40249A,0,0,0,0,1,0,0,0
S40249D,0,0,1,0,0,0,0,0
S40249S,0,0,0,0,1,0,0,0
S40251A,0,0,0,0,1,0,0,0
S40251D,0,0,1,0,0,0,0,0
S40251S,0,0,0,0,1,0,0,0
S40252A,0,0,0,0,1,0,0,0
S40252D,0,0,1,0,0,0,0,0
S40252S,0,0,0,0,1,0,0,0
S40259A,0,0,0,0,1,0,0,0
S40259D,0,0,1,0,0,0,0,0
S40259S,0,0,0,0,1,0,0,0
S40261A,0,0,0,0,1,0,0,0
S40261D,0,0,1,0,0,0,0,0
S40261S,0,0,0,0,1,0,0,0
S40262A,0,0,0,0,1,0,0,0
S40262D,0,0,1,0,0,0,0,0
S40262S,0,0,0,0,1,0,0,0
S40269A,0,0,0,0,1,0,0,0
S40269D,0,0,1,0,0,0,0,0
S40269S,0,0,0,0,1,0,0,0
S40271A,0,0,0,0,1,0,0,0
S40271D,0,0,1,0,0,0,0,0
S40271S,0,0,0,0,1,0,0,0
S40272A,0,0,0,0,1,0,0,0
S40272D,0,0,1,0,0,0,0,0
S40272S,0,0,0,0,1,0,0,0
S40279A,0,0,0,0,1,0,0,0
S40279D,0,0,1,0,0,0,0,0
S40279S,0,0,0,0,1,0,0,0
S40811A,0,0,0,0,1,0,0,0
S40811D,0,0,1,0,0,0,0,0
S40811S,0,0,0,0,1,0,0,0
S40812A,0,0,0,0,1,0,0,0
S40812D,0,0,1,0,0,0,0,0
S40812S,0,0,0,0,1,0,0,0
S40819A,0,0,0,0,1,0,0,0
S40819D,0,0,1,0,0,0,0,0
S40819S,0,0,0,0,1,0,0,0
S40821A,0,0,0,0,1,0,0,0
S40821D,0,0,1,0,0,0,0,0
S40821S,0,0,0,0,1,0,0,0
S40822A,0,0,0,0,1,0,0,0
S40822D,0,0,1,0,0,0,0,0
S40822S,0,0,0,0,1,0,0,0
S40829A,0,0,0,0,1,0,0,0
S40829D,0,0,1,0,0,0,0,0
S40829S,0,0,0,0,1,0,0,0
S40841A,0,0,0,0,1,0,0,0
S40841D,0,0,1,0,0,0,0,0
S40841S,0,0,0,0,1,0,0,0
S40842A,0,0,0,0,1,0,0,0
S40842D,0,0,1,0,0,0,0,0
S40842S,0,0,0,0,1,0,0,0
S40849A,0,0,0,0,1,0,0,0
S40849D,0,0,1,0,0,0,0,0
S40849S,0,0,0,0,1,0,0,0
S40851A,0,0,0,0,1,0,0,0
S40851D,0,0,1,0,0,0,0,0
S40851S,0,0,0,0,1,0,0,0
S40852A,0,0,0,0,1,0,0,0
S40852D,0,0,1,0,0,0,0,0
S40852S,0,0,0,0,1,0,0,0
S40859A,0,0,0,0,1,0,0,0
S40859D,0,0,1,0,0,0,0,0
S40859S,0,0,0,0,1,0,0,0
S40861A,0,0,0,0,1,0,0,0
S40861D,0,0,1,0,0,0,0,0
S40861S,0,0,0,0,1,0,0,0
S40862A,0,0,0,0,1,0,0,0
S40862D,0,0,1,0,0,0,0,0
S40862S,0,0,0,0,1,0,0,0
S40869A,0,0,0,0,1,0,0,0
S40869D,0,0,1,0,0,0,0,0
S40869S,0,0,0,0,1,0,0,0
S40871A,0,0,0,0,1,0,0,0
S40871D,0,0,1,0,0,0,0,0
S40871S,0,0,0,0,1,0,0,0
S40872A,0,0,0,0,1,0,0,0
S40872D,0,0,1,0,0,0,0,0
S40872S,0,0,0,0,1,0,0,0
S40879A,0,0,0,0,1,0,0,0
S40879D,0,0,1,0,0,0,0,0
S40879S,0,0,0,0,1,0,0,0
S40911A,0,0,0,0,1,0,0,0
S40911D,0,0,1,0,0,0,0,0
S40911S,0,0,0,0,1,0,0,0
S40912A,0,0,0,0,1,0,0,0
S40912D,0,0,1,0,0,0,0,0
S40912S,0,0,0,0,1,0,0,0
S40919A,0,0,0,0,1,0,0,0
S40919D,0,0,1,0,0,0,0,0
S40919S,0,0,0,0,1,0,0,0
S40921A,0,0,0,0,1,0,0,0
S40921D,0,0,1,0,0,0,0,0
S40921S,0,0,0,0,1,0,0,0
S40922A,0,0,0,0,1,0,0,0
S40922D,0,0,1,0,0,0,0,0
S40922S,0,0,0,0,1,0,0,0
S40929A,0,0,0,0,1,0,0,0
S40929D,0,0,1,0,0,0,0,0
S40929S,0,0,0,0,1,0,0,0
S41001A,0,0,0,0,1,0,0,0
S41001D,0,0,1,0,0,0,0,0
S41001S,0,0,0,0,1,0,0,0
S41002A,0,0,0,0,1,0,0,0
S41002D,0,0,1,0,0,0,0,0
S41002S,0,0,0,0,1,0,0,0
S41009A,0,0,0,0,1,0,0,0
S41009D,0,0,1,0,0,0,0,0
S41009S,0,0,0,0,1,0,0,0
S41011A,0,0,0,0,1,0,0,0
S41011D,0,0,1,0,0,0,0,0
S41011S,0,0,0,0,1,0,0,0
S41012A,0,0,0,0,1,0,0,0
S41012D,0,0,1,0,0,0,0,0
S41012S,0,0,0,0,1,0,0,0
S41019A,0,0,0,0,1,0,0,0
S41019D,0,0,1,0,0,0,0,0
S41019S,0,0,0,0,1,0,0,0
S41021A,0,0,0,0,1,0,0,0
S41021D,0,0,1,0,0,0,0,0
S41021S,0,0,0,0,1,0,0,0
S41022A,0,0,0,0,1,0,0,0
S41022D,0,0,1,0,0,0,0,0
S41022S,0,0,0,0,1,0,0,0
S41029A,0,0,0,0,1,0,0,0
S41029D,0,0,1,0,0,0,0,0
S41029S,0,0,0,0,1,0,0,0
S41031A,0,0,0,0,1,0,0,0
S41031D,0,0,1,0,0,0,0,0
S41031S,0,0,0,0,1,0,0,0
S41032A,0,0,0,0,1,0,0,0
S41032D,0,0,1,0,0,0,0,0
S41032S,0,0,0,0,1,0,0,0
S41039A,0,0,0,0,1,0,0,0
S41039D,0,0,1,0,0,0,0,0
S41039S,0,0,0,0,1,0,0,0
S41041A,0,0,0,0,1,0,0,0
S41041D,0,0,1,0,0,0,0,0
S41041S,0,0,0,0,1,0,0,0
S41042A,0,0,0,0,1,0,0,0
S41042D,0,0,1,0,0,0,0,0
S41042S,0,0,0,0,1,0,0,0
S41049A,0,0,0,0,1,0,0,0
S41049D,0,0,1,0,0,0,0,0
S41049S,0,0,0,0,1,0,0,0
S41051A,0,0,0,0,1,0,0,0
S41051D,0,0,1,0,0,0,0,0
S41051S,0,0,0,0,1,0,0,0
S41052A,0,0,0,0,1,0,0,0
S41052D,0,0,1,0,0,0,0,0
S41052S,0,0,0,0,1,0,0,0
S41059A,0,0,0,0,1,0,0,0
S41059D,0,0,1,0,0,0,0,0
S41059S,0,0,0,0,1,0,0,0
S41101A,0,0,0,0,1,0,0,0
S41101D,0,0,1,0,0,0,0,0
S41101S,0,0,0,0,1,0,0,0
S41102A,0,0,0,0,1,0,0,0
S41102D,0,0,1,0,0,0,0,0
S41102S,0,0,0,0,1,0,0,0
S41109A,0,0,0,0,1,0,0,0
S41109D,0,0,1,0,0,0,0,0
S41109S,0,0,0,0,1,0,0,0
S41111A,0,0,0,0,1,0,0,0
S41111D,0,0,1,0,0,0,0,0
S41111S,0,0,0,0,1,0,0,0
S41112A,0,0,0,0,1,0,0,0
S41112D,0,0,1,0,0,0,0,0
S41112S,0,0,0,0,1,0,0,0
S41119A,0,0,0,0,1,0,0,0
S41119D,0,0,1,0,0,0,0,0
S41119S,0,0,0,0,1,0,0,0
S41121A,0,0,0,0,1,0,0,0
S41121D,0,0,1,0,0,0,0,0
S41121S,0,0,0,0,1,0,0,0
S41122A,0,0,0,0,1,0,0,0
S41122D,0,0,1,0,0,0,0,0
S41122S,0,0,0,0,1,0,0,0
S41129A,0,0,0,0,1,0,0,0
S41129D,0,0,1,0,0,0,0,0
S41129S,0,0,0,0,1,0,0,0
S41131A,0,0,0,0,1,0,0,0
S41131D,0,0,1,0,0,0,0,0
S41131S,0,0,0,0,1,0,0,0
S41132A,0,0,0,0,1,0,0,0
S41132D,0,0,1,0,0,0,0,0
S41132S,0,0,0,0,1,0,0,0
S41139A,0,0,0,0,1,0,0,0
S41139D,0,0,1,0,0,0,0,0
S41139S,0,0,0,0,1,0,0,0
S41141A,0,0,0,0,1,0,0,0
S41141D,0,0,1,0,0,0,0,0
S41141S,0,0,0,0,1,0,0,0
S41142A,0,0,0,0,1,0,0,0
S41142D,0,0,1,0,0,0,0,0
S41142S,0,0,0,0,1,0,0,0
S41149A,0,0,0,0,1,0,0,0
S41149D,0,0,1,0,0,0,0,0
S41149S,0,0,0,0,1,0,0,0
S41151A,0,0,0,0,1,0,0,0
S41151D,0,0,1,0,0,0,0,0
S41151S,0,0,0,0,1,0,0,0
S41152A,0,0,0,0,1,0,0,0
S41152D,0,0,1,0,0,0,0,0
S41152S,0,0,0,0,1,0,0,0
S41159A,0,0,0,0,1,0,0,0
S41159D,0,0,1,0,0,0,0,0
S41159S,0,0,0,0,1,0,0,0
S42001A,0,0,0,0,1,0,0,0
S42001B,0,0,0,0,1,0,0,0
S42001D,0,0,0,0,1,0,0,0
S42001G,0,0,0,0,1,0,0,0
S42001S,0,0,0,0,1,0,0,0
S42002A,0,0,0,0,1,0,0,0
S42002B,0,0,0,0,1,0,0,0
S42002D,0,0,0,0,1,0,0,0
S42002G,0,0,0,0,1,0,0,0
S42002S,0,0,0,0,1,0,0,0
S42009A,0,0,0,0,1,0,0,0
S42009B,0,0,0,0,1,0,0,0
S42009D,0,0,0,0,1,0,0,0
S42009G,0,0,0,0,1,0,0,0
S42009S,0,0,0,0,1,0,0,0
S42011A,0,0,0,0,1,0,0,0
S42011B,0,0,0,0,1,0,0,0
S42011D,0,0,0,0,1,0,0,0
S42011G,0,0,0,0,1,0,0,0
S42011S,0,0,0,0,1,0,0,0
S42012A,0,0,0,0,1,0,0,0
S42012B,0,0,0,0,1,0,0,0
S42012D,0,0,0,0,1,0,0,0
S42012G,0,0,0,0,1,0,0,0
S42012S,0,0,0,0,1,0,0,0
S42013A,0,0,0,0,1,0,0,0
S42013B,0,0,0,0,1,0,0,0
S42013D,0,0,0,0,1,0,0,0
S42013G,0,0,0,0,1,0,0,0
S42013S,0,0,0,0,1,0,0,0
S42014A,0,0,0,0,1,0,0,0
S42014B,0,0,0,0,1,0,0,0
S42014D,0,0,0,0,1,0,0,0
S42014G,0,0,0,0,1,0,0,0
S42014S,0,0,0,0,1,0,0,0
S42015A,0,0,0,0,1,0,0,0
S42015B,0,0,0,0,1,0,0,0
S42015D,0,0,0,0,1,0,0,0
S42015G,0,0,0,0,1,0,0,0
S42015S,0,0,0,0,1,0,0,0
S42016A,0,0,0,0,1,0,0,0
S42016B,0,0,0,0,1,0,0,0
S42016D,0,0,0,0,1,0,0,0
S42016G,0,0,0,0,1,0,0,0
S42016S,0,0,0,0,1,0,0,0
S42017A,0,0,0,0,1,0,0,0
S42017B,0,0,0,0,1,0,0,0
S42017D,0,0,0,0,1,0,0,0
S42017G,0,0,0,0,1,0,0,0
S42017S,0,0,0,0,1,0,0,0
S42018A,0,0,0,0,1,0,0,0
S42018B,0,0,0,0,1,0,0,0
S42018D,0,0,0,0,1,0,0,0
S42018G,0,0,0,0,1,0,0,0
S42018S,0,0,0,0,1,0,0,0
S42019A,0,0,0,0,1,0,0,0
S42019B,0,0,0,0,1,0,0,0
S42019D,0,0,0,0,1,0,0,0
S42019G,0,0,0,0,1,0,0,0
S42019S,0,0,0,0,1,0,0,0
S42021A,0,0,0,0,1,0,0,0
S42021B,0,0,0,0,1,0,0,0
S42021D,0,0,0,0,1,0,0,0
S42021G,0,0,0,0,1,0,0,0
S42021S,0,0,0,0,1,0,0,0
S42022A,0,0,0,0,1,0,0,0
S42022B,0,0,0,0,1,0,0,0
S42022D,0,0,0,0,1,0,0,0
S42022G,0,0,0,0,1,0,0,0
S42022S,0,0,0,0,1,0,0,0
S42023A,0,0,0,0,1,0,0,0
S42023B,0,0,0,0,1,0,0,0
