diagnosis_code,cms_hcc_esrd_v21,cms_hcc_esrd_v24,cms_hcc_v22,cms_hcc_v24,cms_hcc_v28,rx_hcc_v05,rx_hcc_v08
I69054,103,103,103,103,253,,
I69059,103,103,103,103,253,,
I69061,104,104,104,104,254,,
I69062,104,104,104,104,254,,
I69063,104,104,104,104,254,,
I69064,104,104,104,104,254,,
I69065,104,104,104,104,254,,
I69069,104,104,104,104,254,,
I69131,104,104,104,104,254,,
I69132,104,104,104,104,254,,
I69133,104,104,104,104,254,,
I69134,104,104,104,104,254,,
I69139,104,104,104,104,254,,
I69141,104,104,104,104,254,,
I69142,104,104,104,104,254,,
I69143,104,104,104,104,254,,
I69144,104,104,104,104,254,,
I69149,104,104,104,104,254,,
I69151,103,103,103,103,253,,
I69152,103,103,103,103,253,,
I69153,103,103,103,103,253,,
I69154,103,103,103,103,253,,
I69159,103,103,103,103,253,,
I69161,104,104,104,104,254,,
I69162,104,104,104,104,254,,
I69163,104,104,104,104,254,,
I69164,104,104,104,104,254,,
I69165,104,104,104,104,254,,
I69169,104,104,104,104,254,,
I69231,104,104,104,104,254,,
I69232,104,104,104,104,254,,
I69233,104,104,104,104,254,,
I69234,104,104,104,104,254,,
I69239,104,104,104,104,254,,
I69241,104,104,104,104,254,,
I69242,104,104,104,104,254,,
I69243,104,104,104,104,254,,
I69244,104,104,104,104,254,,
I69249,104,104,104,104,254,,
I69251,103,103,103,103,253,,
I69252,103,103,103,103,253,,
I69253,103,103,103,103,253,,
I69254,103,103,103,103,253,,
I69259,103,103,103,103,253,,
I69261,104,104,104,104,254,,
I69262,104,104,104,104,254,,
I69263,104,104,104,104,254,,
I69264,104,104,104,104,254,,
I69265,104,104,104,104,254,,
I69269,104,104,104,104,254,,
I69331,104,104,104,104,254,,
I69332,104,104,104,104,254,,
I69333,104,104,104,104,254,,
I69334,104,104,104,104,254,,
I69339,104,104,104,104,254,,
I69341,104,104,104,104,254,,
I69342,104,104,104,104,254,,
I69343,104,104,104,104,254,,
I69344,104,104,104,104,254,,
I69349,104,104,104,104,254,,
I69351,103,103,103,103,253,,
I69352,103,103,103,103,253,,
I69353,103,103,103,103,253,,
I69354,103,103,103,103,253,,
I69359,103,103,103,103,253,,
I69361,104,104,104,104,254,,
I69362,104,104,104,104,254,,
I69363,104,104,104,104,254,,
I69364,104,104,104,104,254,,
I69365,104,104,104,104,254,,
I69369,104,104,104,104,254,,
I69831,104,104,104,104,254,,
I69832,104,104,104,104,254,,
I69833,104,104,104,104,254,,
I69834,104,104,104,104,254,,
I69839,104,104,104,104,254,,
I69841,104,104,104,104,254,,
I69842,104,104,104,104,254,,
I69843,104,104,104,104,254,,
I69844,104,104,104,104,254,,
I69849,104,104,104,104,254,,
I69851,103,103,103,103,253,,
I69852,103,103,103,103,253,,
I69853,103,103,103,103,253,,
I69854,103,103,103,103,253,,
I69859,103,103,103,103,253,,
I69861,104,104,104,104,254,,
I69862,104,104,104,104,254,,
I69863,104,104,104,104,254,,
I69864,104,104,104,104,254,,
I69865,104,104,104,104,254,,
I69869,104,104,104,104,254,,
I69931,104,104,104,104,254,,
I69932,104,104,104,104,254,,
I69933,104,104,104,104,254,,
I69934,104,104,104,104,254,,
I69939,104,104,104,104,254,,
I69941,104,104,104,104,254,,
I69942,104,104,104,104,254,,
I69943,104,104,104,104,254,,
I69944,104,104,104,104,254,,
I69949,104,104,104,104,254,,
I69951,103,103,103,103,253,,
I69952,103,103,103,103,253,,
I69953,103,103,103,103,253,,
I69954,103,103,103,103,253,,
I69959,103,103,103,103,253,,
I69961,104,104,104,104,254,,
I69962,104,104,104,104,254,,
I69963,104,104,104,104,254,,
I69964,104,104,104,104,254,,
I69965,104,104,104,104,254,,
I69969,104,104,104,104,254,,
I700,108,108,108,108,,216,
I701,108,108,108,108,,216,
I70201,108,108,108,108,,216,
I70202,108,108,108,108,,216,
I70203,108,108,108,108,,216,
I70208,108,108,108,108,,216,
I70209,108,108,108,108,,216,
I70211,108,108,108,108,,216,
I70212,108,108,108,108,,216,
I70213,108,108,108,108,,216,
I70218,108,108,108,108,,216,
I70219,108,108,108,108,,216,
I70221,108,108,108,108,264,216,
I70222,108,108,108,108,264,216,
I70223,108,108,108,108,264,216,
I70228,108,108,108,108,264,216,
I70229,108,108,108,108,264,216,
I70231,106,106,106,106,263,311,311
I70231,161,161,161,161,383,,
I70232,106,106,106,106,263,311,311
I70232,161,161,161,161,383,,
I70233,106,106,106,106,263,311,311
I70233,161,161,161,161,383,,
I70234,106,106,106,106,263,311,311
I70234,161,161,161,161,383,,
I70235,106,106,106,106,263,311,311
I70235,161,161,161,161,383,,
I70238,106,106,106,106,263,311,311
I70238,161,161,161,161,383,,
I70239,106,106,106,106,263,311,311
I70239,161,161,161,161,383,,
I70241,106,106,106,106,263,311,311
I70241,161,161,161,161,383,,
I70242,106,106,106,106,263,311,311
I70242,161,161,161,161,383,,
I70243,106,106,106,106,263,311,311
I70243,161,161,161,161,383,,
I70244,106,106,106,106,263,311,311
I70244,161,161,161,161,383,,
I70245,106,106,106,106,263,311,311
I70245,161,161,161,161,383,,
I70248,106,106,106,106,263,311,311
I70248,161,161,161,161,383,,
I70249,106,106,106,106,263,311,311
I70249,161,161,161,161,383,,
I7025,106,106,106,106,263,311,311
I7025,161,161,161,161,383,,
I70261,106,106,106,106,263,,
I70262,106,106,106,106,263,,
I70263,106,106,106,106,263,,
I70268,106,106,106,106,263,,
I70269,106,106,106,106,263,,
I70291,108,108,108,108,,216,
I70292,108,108,108,108,,216,
I70293,108,108,108,108,,216,
I70298,108,108,108,108,,216,
I70299,108,108,108,108,,216,
I70301,108,108,108,108,,216,
I70302,108,108,108,108,,216,
I70303,108,108,108,108,,216,
I70308,108,108,108,108,,216,
I70309,108,108,108,108,,216,
I70311,108,108,108,108,,216,
I70312,108,108,108,108,,216,
I70313,108,108,108,108,,216,
I70318,108,108,108,108,,216,
I70319,108,108,108,108,,216,
I70321,108,108,108,108,264,216,
I70322,108,108,108,108,264,216,
I70323,108,108,108,108,264,216,
I70328,108,108,108,108,264,216,
I70329,108,108,108,108,264,216,
I70331,106,106,106,106,263,311,311
I70331,161,161,161,161,383,,
I70332,106,106,106,106,263,311,311
I70332,161,161,161,161,383,,
I70333,106,106,106,106,263,311,311
I70333,161,161,161,161,383,,
I70334,106,106,106,106,263,311,311
I70334,161,161,161,161,383,,
I70335,106,106,106,106,263,311,311
I70335,161,161,161,161,383,,
I70338,106,106,106,106,263,311,311
I70338,161,161,161,161,383,,
I70339,106,106,106,106,263,311,311
I70339,161,161,161,161,383,,
I70341,106,106,106,106,263,311,311
I70341,161,161,161,161,383,,
I70342,106,106,106,106,263,311,311
I70342,161,161,161,161,383,,
I70343,106,106,106,106,263,311,311
I70343,161,161,161,161,383,,
I70344,106,106,106,106,263,311,311
I70344,161,161,161,161,383,,
I70345,106,106,106,106,263,311,311
I70345,161,161,161,161,383,,
I70348,106,106,106,106,263,311,311
I70348,161,161,161,161,383,,
I70349,106,106,106,106,263,311,311
I70349,161,161,161,161,383,,
I7035,106,106,106,106,263,311,311
I7035,161,161,161,161,383,,
I70361,106,106,106,106,263,,
I70362,106,106,106,106,263,,
I70363,106,106,106,106,263,,
I70368,106,106,106,106,263,,
I70369,106,106,106,106,263,,
I70391,108,108,108,108,,216,
I70392,108,108,108,108,,216,
I70393,108,108,108,108,,216,
I70398,108,108,108,108,,216,
I70399,108,108,108,108,,216,
I70401,108,108,108,108,,216,
I70402,108,108,108,108,,216,
I70403,108,108,108,108,,216,
I70408,108,108,108,108,,216,
I70409,108,108,108,108,,216,
I70411,108,108,108,108,,216,
I70412,108,108,108,108,,216,
I70413,108,108,108,108,,216,
I70418,108,108,108,108,,216,
I70419,108,108,108,108,,216,
I70421,108,108,108,108,264,216,
I70422,108,108,108,108,264,216,
I70423,108,108,108,108,264,216,
I70428,108,108,108,108,264,216,
I70429,108,108,108,108,264,216,
I70431,106,106,106,106,263,311,311
I70431,161,161,161,161,383,,
I70432,106,106,106,106,263,311,311
I70432,161,161,161,161,383,,
I70433,106,106,106,106,263,311,311
I70433,161,161,161,161,383,,
I70434,106,106,106,106,263,311,311
I70434,161,161,161,161,383,,
I70435,106,106,106,106,263,311,311
I70435,161,161,161,161,383,,
I70438,106,106,106,106,263,311,311
I70438,161,161,161,161,383,,
I70439,106,106,106,106,263,311,311
I70439,161,161,161,161,383,,
I70441,106,106,106,106,263,311,311
I70441,161,161,161,161,383,,
I70442,106,106,106,106,263,311,311
I70442,161,161,161,161,383,,
I70443,106,106,106,106,263,311,311
I70443,161,161,161,161,383,,
I70444,106,106,106,106,263,311,311
I70444,161,161,161,161,383,,
I70445,106,106,106,106,263,311,311
I70445,161,161,161,161,383,,
I70448,106,106,106,106,263,311,311
I70448,161,161,161,161,383,,
I70449,106,106,106,106,263,311,311
I70449,161,161,161,161,383,,
I7045,106,106,106,106,263,311,311
I7045,161,161,161,161,383,,
I70461,106,106,106,106,263,,
I70462,106,106,106,106,263,,
I70463,106,106,106,106,263,,
I70468,106,106,106,106,263,,
I70469,106,106,106,106,263,,
I70491,108,108,108,108,,216,
I70492,108,108,108,108,,216,
I70493,108,108,108,108,,216,
I70498,108,108,108,108,,216,
I70499,108,108,108,108,,216,
I70501,108,108,108,108,,216,
I70502,108,108,108,108,,216,
I70503,108,108,108,108,,216,
I70508,108,108,108,108,,216,
I70509,108,108,108,108,,216,
I70511,108,108,108,108,,216,
I70512,108,108,108,108,,216,
I70513,108,108,108,108,,216,
I70518,108,108,108,108,,216,
I70519,108,108,108,108,,216,
I70521,108,108,108,108,264,216,
I70522,108,108,108,108,264,216,
I70523,108,108,108,108,264,216,
I70528,108,108,108,108,264,216,
I70529,108,108,108,108,264,216,
I70531,106,106,106,106,263,311,311
I70531,161,161,161,161,383,,
I70532,106,106,106,106,263,311,311
I70532,161,161,161,161,383,,
I70533,106,106,106,106,263,311,311
I70533,161,161,161,161,383,,
I70534,106,106,106,106,263,311,311
I70534,161,161,161,161,383,,
I70535,106,106,106,106,263,311,311
I70535,161,161,161,161,383,,
I70538,106,106,106,106,263,311,311
I70538,161,161,161,161,383,,
I70539,106,106,106,106,263,311,311
I70539,161,161,161,161,383,,
I70541,106,106,106,106,263,311,311
I70541,161,161,161,161,383,,
I70542,106,106,106,106,263,311,311
I70542,161,161,161,161,383,,
I70543,106,106,106,106,263,311,311
I70543,161,161,161,161,383,,
I70544,106,106,106,106,263,311,311
I70544,161,161,161,161,383,,
I70545,106,106,106,106,263,311,311
I70545,161,161,161,161,383,,
I70548,106,106,106,106,263,311,311
I70548,161,161,161,161,383,,
I70549,106,106,106,106,263,311,311
I70549,161,161,161,161,383,,
I7055,106,106,106,106,263,311,311
I7055,161,161,161,161,383,,
I70561,106,106,106,106,263,,
I70562,106,106,106,106,263,,
I70563,106,106,106,106,263,,
I70568,106,106,106,106,263,,
I70569,106,106,106,106,263,,
I70591,108,108,108,108,,216,
I70592,108,108,108,108,,216,
I70593,108,108,108,108,,216,
I70598,108,108,108,108,,216,
I70599,108,108,108,108,,216,
I70601,108,108,108,108,,216,
I70602,108,108,108,108,,216,
I70603,108,108,108,108,,216,
I70608,108,108,108,108,,216,
I70609,108,108,108,108,,216,
I70611,108,108,108,108,,216,
I70612,108,108,108,108,,216,
I70613,108,108,108,108,,216,
I70618,108,108,108,108,,216,
I70619,108,108,108,108,,216,
I70621,108,108,108,108,264,216,
I70622,108,108,108,108,264,216,
I70623,108,108,108,108,264,216,
I70628,108,108,108,108,264,216,
I70629,108,108,108,108,264,216,
I70631,106,106,106,106,263,311,311
I70631,161,161,161,161,383,,
I70632,106,106,106,106,263,311,311
I70632,161,161,161,161,383,,
I70633,106,106,106,106,263,311,311
I70633,161,161,161,161,383,,
I70634,106,106,106,106,263,311,311
I70634,161,161,161,161,383,,
I70635,106,106,106,106,263,311,311
I70635,161,161,161,161,383,,
I70638,106,106,106,106,263,311,311
I70638,161,161,161,161,383,,
I70639,106,106,106,106,263,311,311
I70639,161,161,161,161,383,,
I70641,106,106,106,106,263,311,311
I70641,161,161,161,161,383,,
I70642,106,106,106,106,263,311,311
I70642,161,161,161,161,383,,
I70643,106,106,106,106,263,311,311
I70643,161,161,161,161,383,,
I70644,106,106,106,106,263,311,311
I70644,161,161,161,161,383,,
I70645,106,106,106,106,263,311,311
I70645,161,161,161,161,383,,
I70648,106,106,106,106,263,311,311
I70648,161,161,161,161,383,,
I70649,106,106,106,106,263,311,311
I70649,161,161,161,161,383,,
I7065,106,106,106,106,263,311,311
I7065,161,161,161,161,383,,
I70661,106,106,106,106,263,,
I70662,106,106,106,106,263,,
I70663,106,106,106,106,263,,
I70668,106,106,106,106,263,,
I70669,106,106,106,106,263,,
I70691,108,108,108,108,,216,
I70692,108,108,108,108,,216,
I70693,108,108,108,108,,216,
I70698,108,108,108,108,,216,
I70699,108,108,108,108,,216,
I70701,108,108,108,108,,216,
I70702,108,108,108,108,,216,
I70703,108,108,108,108,,216,
I70708,108,108,108,108,,216,
I70709,108,108,108,108,,216,
I70711,108,108,108,108,,216,
I70712,108,108,108,108,,216,
I70713,108,108,108,108,,216,
I70718,108,108,108,108,,216,
I70719,108,108,108,108,,216,
I70721,108,108,108,108,264,216,
I70722,108,108,108,108,264,216,
I70723,108,108,108,108,264,216,
I70728,108,108,108,108,264,216,
I70729,108,108,108,108,264,216,
I70731,106,106,106,106,263,311,311
I70731,161,161,161,161,383,,
I70732,106,106,106,106,263,311,311
I70732,161,161,161,161,383,,
I70733,106,106,106,106,263,311,311
I70733,161,161,161,161,383,,
I70734,106,106,106,106,263,311,311
I70734,161,161,161,161,383,,
I70735,106,106,106,106,263,311,311
I70735,161,161,161,161,383,,
I70738,106,106,106,106,263,311,311
I70738,161,161,161,161,383,,
I70739,106,106,106,106,263,311,311
I70739,161,161,161,161,383,,
I70741,106,106,106,106,263,311,311
I70741,161,161,161,161,383,,
I70742,106,106,106,106,263,311,311
I70742,161,161,161,161,383,,
I70743,106,106,106,106,263,311,311
I70743,161,161,161,161,383,,
I70744,106,106,106,106,263,311,311
I70744,161,161,161,161,383,,
I70745,106,106,106,106,263,311,311
I70745,161,161,161,161,383,,
I70748,106,106,106,106,263,311,311
I70748,161,161,161,161,383,,
I70749,106,106,106,106,263,311,311
I70749,161,161,161,161,383,,
I7075,106,106,106,106,263,311,311
I7075,161,161,161,161,383,,
I70761,106,106,106,106,263,,
I70762,106,106,106,106,263,,
I70763,106,106,106,106,263,,
I70768,106,106,106,106,263,,
I70769,106,106,106,106,263,,
I70791,108,108,108,108,,216,
I70792,108,108,108,108,,216,
I70793,108,108,108,108,,216,
I70798,108,108,108,108,,216,
I70799,108,108,108,108,,216,
I7092,108,108,108,108,,216,
I7100,107,107,107,107,264,,
I7101,107,107,107,107,264,,
I71010,107,107,107,107,264,,
I71011,107,107,107,107,264,,
I71012,107,107,107,107,264,,
I71019,107,107,107,107,264,,
I7102,107,107,107,107,264,,
I7103,107,107,107,107,264,,
I711,107,107,107,107,264,,
I7110,107,107,107,107,264,,
I7111,107,107,107,107,264,,
I7112,107,107,107,107,264,,
I7113,107,107,107,107,264,,
I712,108,108,108,108,,,
I7120,108,108,108,108,,,
I7121,108,108,108,108,,,
I7122,108,108,108,108,,,
I7123,108,108,108,108,,,
I713,107,107,107,107,264,,
I7130,107,107,107,107,264,,
I7131,107,107,107,107,264,,
I7132,107,107,107,107,264,,
I7133,107,107,107,107,264,,
I714,108,108,108,108,,,
I7140,108,108,108,108,,,
I7141,108,108,108,108,,,
I7142,108,108,108,108,,,
I7143,108,108,108,108,,,
I715,107,107,107,107,264,,
I7150,107,107,107,107,264,,
I7151,107,107,107,107,264,,
I7152,107,107,107,107,264,,
I716,108,108,108,108,,,
I7160,108,108,108,108,,,
I7161,108,108,108,108,,,
I7162,108,108,108,108,,,
I718,107,107,107,107,264,,
I719,108,108,108,108,,,
I720,108,108,108,108,,,
I721,108,108,108,108,,,
I722,108,108,108,108,,,
I723,108,108,108,108,,,
I724,108,108,108,108,,,
I725,108,108,108,108,,,
I726,108,108,108,108,,,
I728,108,108,108,108,,,
I729,108,108,108,108,,,
I7301,106,106,106,106,263,,
I731,108,108,108,108,,216,
I7381,108,108,108,108,,216,
I7389,108,108,108,108,,216,
I739,108,108,108,108,,216,
I7401,107,107,107,107,264,,
I7409,107,107,107,107,264,,
I7410,107,107,107,107,264,,
I7411,107,107,107,107,264,,
I7419,107,107,107,107,264,,
I742,107,107,107,107,264,,
I743,107,107,107,107,264,,
I744,107,107,107,107,264,,
I745,107,107,107,107,264,,
I748,107,107,107,107,264,,
I749,107,107,107,107,264,,
I75011,107,107,107,107,264,,
I75012,107,107,107,107,264,,
I75013,107,107,107,107,264,,
I75019,107,107,107,107,264,,
I75021,107,107,107,107,264,,
I75022,107,107,107,107,264,,
I75023,107,107,107,107,264,,
I75029,107,107,107,107,264,,
I7581,107,107,107,107,264,,
I7589,107,107,107,107,264,,
I76,107,107,107,107,264,,
I770,108,108,108,108,,,
I771,108,108,108,108,,,
I772,108,108,108,108,,,
I773,108,108,108,108,,,
I774,108,108,108,108,,,
I775,108,108,108,108,,,
I776,108,108,108,108,,,
I7770,107,107,107,107,,,
I7771,107,107,107,107,,,
I7772,107,107,107,107,,,
I7773,107,107,107,107,,,
I7774,107,107,107,107,,,
I7775,107,107,107,107,,,
I7776,107,107,107,107,,,
I7777,107,107,107,107,,,
I7779,107,107,107,107,,,
I77810,108,108,108,108,,,
I77811,108,108,108,108,,,
I77812,108,108,108,108,,,
I77819,108,108,108,108,,,
I7782,40,40,40,40,93,83,83
I7789,108,108,108,108,,,
I779,108,108,108,108,,,
I780,108,108,108,108,,,
I790,108,108,108,108,,,
I791,108,108,108,108,,216,
I798,108,108,108,108,,216,
I8010,108,108,108,108,267,215,215
I8011,108,108,108,108,267,215,215
I8012,108,108,108,108,267,215,215
I8013,108,108,108,108,267,215,215
I80201,108,108,108,108,267,215,215
I80202,108,108,108,108,267,215,215
I80203,108,108,108,108,267,215,215
I80209,108,108,108,108,267,215,215
I80211,108,108,108,108,267,215,215
I80212,108,108,108,108,267,215,215
I80213,108,108,108,108,267,215,215
I80219,108,108,108,108,267,215,215
I80221,108,108,108,108,267,215,215
I80222,108,108,108,108,267,215,215
I80223,108,108,108,108,267,215,215
I80229,108,108,108,108,267,215,215
I80231,108,108,108,108,267,215,215
I80232,108,108,108,108,267,215,215
I80233,108,108,108,108,267,215,215
I80239,108,108,108,108,267,215,215
I80241,108,108,108,108,267,215,215
I80242,108,108,108,108,267,215,215
I80243,108,108,108,108,267,215,215
I80249,108,108,108,108,267,215,215
I80251,108,108,108,108,267,215,215
I80252,108,108,108,108,267,215,215
I80253,108,108,108,108,267,215,215
I80259,108,108,108,108,267,215,215
I80291,108,108,108,108,267,215,215
I80292,108,108,108,108,267,215,215
I80293,108,108,108,108,267,215,215
I80299,108,108,108,108,267,215,215
I820,108,108,108,108,267,215,215
I82210,108,108,108,108,267,215,215
I82211,108,108,108,108,267,215,215
I82220,108,108,108,108,267,215,215
I82221,108,108,108,108,267,215,215
I82290,108,108,108,108,267,215,215
I82291,108,108,108,108,267,215,215
I823,108,108,108,108,267,215,215
I82401,108,108,108,108,267,215,215
I82402,108,108,108,108,267,215,215
I82403,108,108,108,108,267,215,215
I82409,108,108,108,108,267,215,215
I82411,108,108,108,108,267,215,215
I82412,108,108,108,108,267,215,215
I82413,108,108,108,108,267,215,215
I82419,108,108,108,108,267,215,215
I82421,108,108,108,108,267,215,215
I82422,108,108,108,108,267,215,215
I82423,108,108,108,108,267,215,215
I82429,108,108,108,108,267,215,215
I82431,108,108,108,108,267,215,215
I82432,108,108,108,108,267,215,215
I82433,108,108,108,108,267,215,215
I82439,108,108,108,108,267,215,215
I82441,108,108,108,108,267,215,215
I82442,108,108,108,108,267,215,215
I82443,108,108,108,108,267,215,215
I82449,108,108,108,108,267,215,215
I82451,108,108,108,108,267,215,215
I82452,108,108,108,108,267,215,215
I82453,108,108,108,108,267,215,215
I82459,108,108,108,108,267,215,215
I82461,108,108,108,108,267,215,215
I82462,108,108,108,108,267,215,215
I82463,108,108,108,108,267,215,215
I82469,108,108,108,108,267,215,215
I82491,108,108,108,108,267,215,215
I82492,108,108,108,108,267,215,215
I82493,108,108,108,108,267,215,215
I82499,108,108,108,108,267,215,215
I824Y1,108,108,108,108,267,215,215
I824Y2,108,108,108,108,267,215,215
I824Y3,108,108,108,108,267,215,215
I824Y9,108,108,108,108,267,215,215
I824Z1,108,108,108,108,267,215,215
I824Z2,108,108,108,108,267,215,215
I824Z3,108,108,108,108,267,215,215
I824Z9,108,108,108,108,267,215,215
I82501,108,108,108,108,267,215,215
I82502,108,108,108,108,267,215,215
I82503,108,108,108,108,267,215,215
I82509,108,108,108,108,267,215,215
I82511,108,108,108,108,267,215,215
I82512,108,108,108,108,267,215,215
I82513,108,108,108,108,267,215,215
I82519,108,108,108,108,267,215,215
I82521,108,108,108,108,267,215,215
I82522,108,108,108,108,267,215,215
I82523,108,108,108,108,267,215,215
I82529,108,108,108,108,267,215,215
I82531,108,108,108,108,267,215,215
I82532,108,108,108,108,267,215,215
I82533,108,108,108,108,267,215,215
I82539,108,108,108,108,267,215,215
I82541,108,108,108,108,267,215,215
I82542,108,108,108,108,267,215,215
I82543,108,108,108,108,267,215,215
I82549,108,108,108,108,267,215,215
I82551,108,108,108,108,267,215,215
I82552,108,108,108,108,267,215,215
I82553,108,108,108,108,267,215,215
I82559,108,108,108,108,267,215,215
I82561,108,108,108,108,267,215,215
I82562,108,108,108,108,267,215,215
I82563,108,108,108,108,267,215,215
I82569,108,108,108,108,267,215,215
I82591,108,108,108,108,267,215,215
I82592,108,108,108,108,267,215,215
I82593,108,108,108,108,267,215,215
I82599,108,108,108,108,267,215,215
I825Y1,108,108,108,108,267,215,215
I825Y2,108,108,108,108,267,215,215
I825Y3,108,108,108,108,267,215,215
I825Y9,108,108,108,108,267,215,215
I825Z1,108,108,108,108,267,215,215
I825Z2,108,108,108,108,267,215,215
I825Z3,108,108,108,108,267,215,215
I825Z9,108,108,108,108,267,215,215
I82621,108,108,108,108,267,215,215
I82622,108,108,108,108,267,215,215
I82623,108,108,108,108,267,215,215
I82629,108,108,108,108,267,215,215
I82721,108,108,108,108,267,215,215
I82722,108,108,108,108,267,215,215
I82723,108,108,108,108,267,215,215
I82729,108,108,108,108,267,215,215
I82A11,108,108,108,108,267,215,215
I82A12,108,108,108,108,267,215,215
I82A13,108,108,108,108,267,215,215
I82A19,108,108,108,108,267,215,215
I82A21,108,108,108,108,267,215,215
I82A22,108,108,108,108,267,215,215
I82A23,108,108,108,108,267,215,215
I82A29,108,108,108,108,267,215,215
I82B11,108,108,108,108,267,215,215
I82B12,108,108,108,108,267,215,215
I82B13,108,108,108,108,267,215,215
I82B19,108,108,108,108,267,215,215
I82B21,108,108,108,108,267,215,215
I82B22,108,108,108,108,267,215,215
I82B23,108,108,108,108,267,215,215
I82B29,108,108,108,108,267,215,215
I82C11,108,108,108,108,267,215,215
I82C12,108,108,108,108,267,215,215
I82C13,108,108,108,108,267,215,215
I82C19,108,108,108,108,267,215,215
I82C21,108,108,108,108,267,215,215
I82C22,108,108,108,108,267,215,215
I82C23,108,108,108,108,267,215,215
I82C29,108,108,108,108,267,215,215
I83001,107,107,107,107,383,,
I83002,107,107,107,107,383,,
I83003,107,107,107,107,383,,
I83004,107,107,107,107,383,,
I83005,107,107,107,107,383,,
I83008,107,107,107,107,383,,
I83009,107,107,107,107,383,,
I83011,107,107,107,107,383,,
I83012,107,107,107,107,383,,
I83013,107,107,107,107,383,,
I83014,107,107,107,107,383,,
I83015,107,107,107,107,383,,
I83018,107,107,107,107,383,,
I83019,107,107,107,107,383,,
I83021,107,107,107,107,383,,
I83022,107,107,107,107,383,,
I83023,107,107,107,107,383,,
I83024,107,107,107,107,383,,
I83025,107,107,107,107,383,,
I83028,107,107,107,107,383,,
I83029,107,107,107,107,383,,
I83201,107,107,107,107,383,,
I83202,107,107,107,107,383,,
I83203,107,107,107,107,383,,
I83204,107,107,107,107,383,,
I83205,107,107,107,107,383,,
I83208,107,107,107,107,383,,
I83209,107,107,107,107,383,,
I83211,107,107,107,107,383,,
I83212,107,107,107,107,383,,
I83213,107,107,107,107,383,,
I83214,107,107,107,107,383,,
I83215,107,107,107,107,383,,
I83218,107,107,107,107,383,,
I83219,107,107,107,107,383,,
I83221,107,107,107,107,383,,
I83222,107,107,107,107,383,,
I83223,107,107,107,107,383,,
I83224,107,107,107,107,383,,
I83225,107,107,107,107,383,,
I83228,107,107,107,107,383,,
I83229,107,107,107,107,383,,
I8500,27,27,27,27,63,,
I8501,27,27,27,27,63,,
I8510,27,27,27,27,63,,
I8511,27,27,27,27,63,,
I87011,107,107,107,107,383,,
I87012,107,107,107,107,383,,
I87013,107,107,107,107,383,,
I87019,107,107,107,107,383,,
I87031,107,107,107,107,383,,
I87032,107,107,107,107,383,,
I87033,107,107,107,107,383,,
I87039,107,107,107,107,383,,
I87311,107,107,107,107,383,,
